Nombre,Localización,Latitud,Longitud,Dirección,Teléfono,Precio,Horario,Tipos_cocina,Valoración,Votos,Características,Descripción,url,url_web,url_ig
Bar El Mercau, Pola de Laviana,43.2476011,-5.5592845,"recinto ferial, Pola de Laviana, Principado de Asturias, España",X,['10'],"['Cerrado', '12:00-00:00', '12:00-00:00', '12:00-00:00', '12:00-00:00', '12:00-00:00', '12:00-00:00']",['Grill'],68,125,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']",Su sofisticado personal refleja el estilo y el carácter de este bar. Su profesional servicio es algo que sus visitantes subrayan en sus opiniones. Bar El Mercau te permite elegir entre una gran variedad de platos a unos precios adecuados. La mayoría de usuarios destacan que la atmósfera es silenciosa aquí. Pero los asiduos valoran este lugar por debajo de la media en Google.,https://es.restaurantguru.com/Bar-El-Mercau-San-Martin-del-Rey-Aurelio,X,X
Bar Morán, Principado de Asturias,43.2450108,-5.5616573,"Lugar Barrio Torrevieja, 154 S/N, Pola de Laviana, Principado de Asturias, España, 33992",+34985614055,['10'],"['10:00-00:00', '10:00-00:00', '10:00-00:00', 'Cerrado', '10:00-00:00', '10:00-00:00', '10:00-00:00']",X,72,48,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Para llevar', 'No accesible para sillas de ruedas']","Un 4,5 es lo que este bar ha recibido según el sistema de valoraciones de Google.",https://es.restaurantguru.com/Bar-Moran-Laviana-2,X,X
café Anaiak, Pola de Laviana,43.2425488,-5.563639,"c/rio cares, Pola de Laviana, Principado de Asturias, España",+34653297953,['10'],"['07:00-23:00', '07:00-23:00', '07:00-23:00', '07:00-23:00', '07:00-01:00', '08:00-01:00', 'Cerrado']",X,70,103,"['Solamente efectivo', 'No hay entrega', 'Asientos al aire libre', 'Para llevar', 'Sin reserva', 'Accesible para sillas de ruedas']","Su espectacular café es el punto clave de este bar. Muchos clientes afirman que el personal es afable. Su servicio siempre es admirable, tenlo en cuenta. Si visita café Anaiak, no tenga duda de que le va a encantar su envolvente y festivo ambiente. Este lugar ha logrado un 4,7 según el baremo de valoraciones de Google.",https://es.restaurantguru.com/Cafe-Anaiak-Pola-de-Laviana,X,X
Lalo Taberna, Pola de Laviana,43.2474916,-5.5654175,"C. Pelayo, 7, Pola de Laviana, Principado de Asturias, España",+34984498136,"['1', '8']","['07:00-02:00', '07:00-02:00', '07:00-02:00', '07:00-02:00', '07:00-05:30', '07:30-05:30', '08:00-03:30']",['Pizza'],74,404,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Sin reserva', 'Accesible para sillas de ruedas']","Esta pizzería te ofrece su sorprendente laing. Basándonos en las opiniones de los críticos, aquí sus camareros sirven un estupendo café. Lalo Taberna es muy recomendable por su eficiente personal. Cada vez que vengas, comprobarás su cuidado servicio. Pagarás unos precios asequibles por sus platos. Aquí encontrarás un cómodo ambiente. Google le ha dado un 4,3, lo que indica que puedes elegir este lugar para disfrutar de un rato agradable.",https://es.restaurantguru.com/Lalo-Taberna-Pola-de-Laviana,https://es-es.facebook.com,X
El güertu Fredo, Pola de Laviana,43.2412244,-5.5616943,"C. Puerto de Tarna, 18, Pola de Laviana, Principado de Asturias, España",+34984085630,"['1', '7']","['Cerrado', '07:30-00:30', '07:30-00:30', '07:30-00:30', '07:30-02:30', '09:00-02:30', '09:00-00:30']",['Bar de Vinos'],82,238,"['Asientos al aire libre', 'No hay entrega', 'Accesible para sillas de ruedas', 'Solamente efectivo', 'Wifi', 'Para llevar', 'Estacionamiento', 'Reserva', 'TV']","Basándonos en las opiniones de los críticos, aquí sus camareros te sirven un singular laing. Cuando visites este bar, tienes que probar su insuperable vino. Merece la pena probar aquí un extraordinario café. Puedes sentarte fuera o dentro. El güertu Fredo es muy recomendable por sus bien preparados camareros y camareras. Su espectacular servicio te hará sentirte especial. En este lugar, sus invitados disfrutan de un ambiente delicado y de una decoración cómoda. Un 4,7 es lo que este lugar ha logrado según el sistema de valoraciones de Google.",https://es.restaurantguru.com/El-guertu-Fredo-Pola-de-Laviana,https://es-es.facebook.com,X
Café Maribel, Pola de Laviana,43.2469939,-5.5619213,"Calle Sargento Viesca, 1, Pola de Laviana, Principado de Asturias, España",+34985611659,"['1', '3']","['Cerrado', '08:00-23:00', '08:00-23:00', '08:00-23:00', '08:00-23:00', '08:00-23:00', '08:00-23:00']",X,80,244,"['Tarjetas de crédito aceptadas', 'Sin reserva', 'No hay entrega', 'Asientos al aire libre', 'Accesible para sillas de ruedas']","Muchos visitan este café para saborear su casero laing, su sabroso guiso y su tierno estofado de vaca. Visita este establecimiento y prueba un extraordinario café. Muchos invitados creen que su personal es agradable. Te va a gustar su cuidado servicio. En Café Maribel, sus clientes disfrutan de un ambiente distendido y de una decoración espectacular. Este lugar ha sido galardonado con un 4,6 de acuerdo con el baremo de valoraciones de Google.",https://es.restaurantguru.com/cafe-maribel-Pola-de-Laviana,X,X
Vinoteca El Carbonero, Principado de Asturias,43.2464903,-5.5626852,"33980, Pl. San José, 2, Pola de Laviana, Principado de Asturias, España, 33980",+34985610975,"['10', '24']","['08:30-01:30', '08:30-01:30', '08:30-01:30', '08:30-01:30', '08:30-01:30', '10:30-01:30', '10:30-01:30']",['Bar de Vinos'],72,93,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'No accesible para sillas de ruedas']","No pierdas la oportunidad de probar su sensacional cerveza. Imagina una combinación de comidas estupendas con unos camareros y camareras profesionales: eso es exactamente lo que este bar te ofrece. Su eficiente servicio es un enorme beneficio. El ambiente es genial, tal y como lo ven sus clientes. Vinoteca El Carbonero ha recibido en Google un 4,6 de acuerdo con las opiniones de sus usuarios.",https://es.restaurantguru.com/Vinoteca-El-Carbonero-Pola-de-Laviana,https://es-es.facebook.com,X
San Jaime, Pola de Laviana,43.2482512,-5.5630739,"C. de la Libertad, 22, Pola de Laviana, Principado de Asturias, España",+34984083135,['10'],"['06:00-00:30', '06:00-00:30', '06:00-00:30', '06:00-00:30', '06:00-00:30', '06:00-02:30', '06:00-00:30']",X,76,532,"['Para llevar', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Sin reserva', 'No accesible para sillas de ruedas']","En este café, sus visitantes pueden tomar un bien valorado laing. Degusta su extraordinaria cerveza. Merece la pena probar aquí un delicioso café o unos estupendos batidos. Comprueba por ti mismo lo muy activo que es su personal. Su profesional servicio te hará sentirte especial. La mayoría de clientes suponen que los platos que ofrecen tienen unos precios bajos. En San Jaime podrás disfrutar de su hogareña decoración y de un moderno ambiente. Los usuarios de Google aprecian este lugar: le han otorgado 4,6 estrellas.",https://es.restaurantguru.com/San-Jaime-Pola-de-Laviana,X,X
El Cafetón, Pola de Laviana,43.2469206,-5.5633327,"A, Plaza de Armando Palacio Valdés, Pola de Laviana, Principado de Asturias, España",+34984297903,['10'],"['09:00-00:00', '09:00-00:00', '09:00-00:00', '08:30-00:00', '09:00-00:00', '10:00-00:00', '10:00-00:00']",X,74,324,"['Asientos al aire libre', 'Wifi', 'No hay entrega', 'No es para llevar', 'Accesible para sillas de ruedas']","Es posible que te ofrezcan tomar su singular laing: ven y pruébalo. Algunos de sus clientes aconsejan probar el espectacular café de esta cafetería. Es fácil encontrar El Cafetón gracias a su gran ubicación. Sus sofisticados camareros y camareras son muy trabajadores, tienen siempre una actitud positiva y hacen que este sea un lugar maravilloso. El servicio en este lugar se podría catalogar de sorprendente. Pagarás unos precios adecuados por sus platos. Este lugar tiene un ambiente encantador y una decoración festiva. Los usuarios de Google son muy generosos con esta cafetería: le han otorgado 4,4 estrellas.",https://es.restaurantguru.com/El-Cafeton-Pola-de-Laviana,X,X
Restaurante Puente La Chalana, Principado de Asturias,43.2369063,-5.5563826,"La Chalana S/n la Chalana, La Chalana, Principado de Asturias, España, 33980",+34985602122,"['10', '24']","['Cerrado', 'Cerrado', '12:00-00:00', '12:00-00:00', '12:00-00:00', '12:00-00:00', '12:00-00:00']","['Española', 'Europea']",80,244,"['Tarjetas de crédito aceptadas', 'Asientos al aire libre', 'No hay entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas', 'Wifi', 'Estacionamiento', 'TV']",Visita este establecimiento y degusta su cocina española. Puede que te ofrezcan tomar su generosa tarta de queso y su casero pastel de frutas: ven y pruébalo. Aquí puedes pedir una irresistible sidra o un excelente vino. Su sensacional café está entre las bebidas más populares de este bar. El solomillo de Prau La Chalana no es muy del agrado de sus visitantes. Sus serviciales camareros y camareras te dan la bienvenida en este lugar todo el año. Su sorprendente servicio es algo que estos restauradores saben cuidar. Te vas a sorprender con los asequibles precios de este lugar. Deberías fijarte en su moderno ambiente. Pero los usuarios de Google han valorado este bar y no ha llegado a una puntuación muy alta.,https://es.restaurantguru.com/Prau-La-Chalana-Pola-de-Laviana-2,X,X
La Tabernilla, Pola de Laviana,43.2432797,-5.5629028,"C. los Palomares, 13, Pola de Laviana, Principado de Asturias, España",+34656955045,['10'],"['09:30-00:00', '09:30-00:00', '09:30-00:00', '09:30-00:00', '09:30-01:00', '11:00-01:00', 'Cerrado']",['Española'],74,107,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'No hay entrega']","Prueba aquí recetas de la cocina española. Disfruta las sabrosas tapas que te ofrece este restaurante. Muchos usuarios destacan que el servicio es cuestionable. Su tranquilo ambiente podría hacer que te quedes un ratito más de lo que en principio habías planeado. La Tabernilla ha sido galardonado con un 4,4 de acuerdo con el baremo de valoraciones de Google.",https://es.restaurantguru.com/La-Tabernilla-Pola-de-Laviana,X,X
Café Bar La avenida, Pola de Laviana,43.2449305,-5.5664713,"C. Alfonso Camín, 14, Pola de Laviana, Principado de Asturias, España",+34985601905,['10'],"['09:00-00:00', '09:00-00:00', '09:00-00:00', '09:00-00:00', '09:00-01:00', '11:00-01:00', '11:00-00:00']",X,68,37,X,"Este bar ha sido galardonado con un 4,5 de acuerdo con el baremo de valoraciones de Google.",https://es.restaurantguru.com/Bar-Avenida-Pola-de-Laviana,X,X
Restaurante El Retiro, Pancar,43.412318,-4.764643,"Ctra. Pancar, Pancar, Principado de Asturias, España",+34985400240,"['24', '48']","['Cerrado', '13:30-15:30', '13:30-15:30', '13:30-15:30', '13:30-15:30/20:30-22:30', '13:30-15:30/20:30-22:30', '13:30-15:30']","['', 'Europea', 'Pescado y marisco', 'Española', 'Opciones vegetarianas']",94,959,"['Reserva', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Accesible para sillas de ruedas', 'Estacionamiento']","Sus clientes afirman que es una buena idea venir aquí por su comida española. Sus cocineros preparan aquí un sabroso laing, unas sorprendentes ostras y un perfectamente elaborado steak tartar. Merece la pena venir a este restaurante solo por su casera crema de chocolate, su bien preparado helado de chocolate y sus delicados helados. La carta de vinos es muy variada, para que todos los visitantes encuentren alguno que se ajuste a su gusto. De acuerdo con las opiniones de los críticos, aquí sus camareros ofrecen un magnífico café cortado y un insuperable frappé de chocolate. Muchos comensales dicen que el personal es estupendo. Su genial servicio es siempre un placer. Los precios de Restaurante El Retiro se dice que son interesantes. Una decoración admirable y su ambiente festivo ayudan a sus clientes a sentirse relajados. Es un restaurante con una estrella Michelin, un premio que normalmente se otorga por ofrecer propuestas deliciosas.",https://es.restaurantguru.com/El-Retiro-Pancar,https://elretirollanes.es,X
Retrogusto, Llanes,43.4199635,-4.7559664,"C. Fuentes, 8, Llanes, Principado de Asturias, España",+34648869731,"['31', '42']","['13:30-16:30', 'Cerrado', '13:30-16:30', '13:30-16:30/20:00-22:00', '13:30-16:30/20:00-22:00', '13:30-16:30/20:00-22:00', '13:30-16:30/20:00-22:00']","['', 'Europea', 'Española', 'Mediterránea', 'Opciones vegetarianas']",90,630,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'No es para llevar', 'Reserva', 'No accesible para sillas de ruedas']","En este restaurante puedes pedir cocinas mediterránea y española. Puedes pedir su perfectamente elaborado atún, sus generosas ensaladas de tomate o su casero laing. Retrogusto te garantiza unos sabrosos helados, una singular cuajada y unos sorprendentes brownies. Su irresistible sidra encaja perfectamente con su estupenda comida. Basándonos en las opiniones de los críticos, aquí sus camareros ofrecen un excelente café cortado. Es fácil encontrar este lugar gracias a su gran ubicación. Comprueba por ti mismo lo eficiente que es su personal. Su estupendo servicio te hará sentirte especial. Sabemos que aquí los precios son interesantes. En este lugar podrás disfrutar de su confortable decoración y de un moderno ambiente. Según la valoración de Google, este restaurante ha logrado un 4,6.",https://es.restaurantguru.com/Retrogusto-Llanes,X,X
Restaurante Siete Puertas, Llanes,43.4202512,-4.7541973,"C. Manuel Cué, 7, Llanes, Principado de Asturias, España",+34985402751,"['13', '23']","['Cerrado', '13:00-16:00/20:00-23:00', '13:00-16:00/20:00-23:00', '13:00-16:00/20:00-23:00', '13:00-16:00/20:00-23:00', '13:00-16:00/20:00-23:00', '13:00-16:00/20:00-23:00']","['Española', 'Mediterránea', 'Opciones vegetarianas']",90,2000,"['Asientos al aire libre', 'Reserva', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Accesible para sillas de ruedas', 'Wifi', 'TV']","En este restaurante sirven platos de las cocinas mediterránea y española. Te va a gustar su comida, especialmente sus singulares calamares, su generosa parrillada y su casera fabada asturiana. Puedes pedir un sorprendente pastel de frutas, una delicada tarta de queso con arándanos y una sabrosa tarta de chocolate. Su delicioso vino de la casa, su sensacional sidra y su excelente cordial son el rasgo distintivo de Restaurante Siete Puertas. Basándonos en las opiniones de los clientes, sus camareros te ofrecen aquí un recomendable café cortado. Es fácil encontrar este lugar gracias a su estupenda ubicación. Comprueba por ti mismo lo abnegado que es su personal. Un sofisticado servicio es otro añadido importante. Te van a sorprender gratamente los asequibles precios de este lugar. Este restaurante tiene un ambiente confortable y una decoración bonita. De acuerdo con los comentarios de los visitantes en Google, Restaurante Siete Puertas merece un 4,5.",https://es.restaurantguru.com/Siete-Puertas-Llanes,X,https://www.instagram.com/sietepuertas7/?hl=es
Restaurante La Provenzal, Llanes,43.4217222,-4.7557754,"José Enrique Rozas Guijarro, Llanes, Principado de Asturias, España",+34985402328,"['10', '24']","['Cerrado', '12:00-16:00', '12:00-16:00', '12:00-16:00', '12:00-16:00', '12:00-16:00', '12:00-16:00']",['Española'],88,562,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Reserva', 'Accesible para sillas de ruedas']","Visita este establecimiento y disfruta de su cocina española. Se comenta que el chef de este restaurante prepara un singular laing, una perfectamente elaborada merluza y una sabrosa ensalada de queso. En este establecimiento, sus comensales disfrutan entre deliciosos platos y prueban su bien preparada compota, su atrayente pastel de frutas y su casero yogur. Es estupendo poder probar un sorprendente vino. Su excelente café es capaz de hacerte volver a Restaurante La Provenzal. La estupenda ubicación de este lugar hace que llegar a él por cualquier medio sea muy sencillo. Muchos clientes aseguran que el personal es eficiente. Su abnegado servicio te hará sentirte especial. Este lugar es uno de esos establecimientos con estupendos manjares por unos precios adecuados. Sin duda vas a agradecer su confortable ambiente y su agradable decoración. Los usuarios de Google le han otorgado una valoración de 4,5 a este restaurante.",https://es.restaurantguru.com/La-Provenzal-Llanes,X,X
Restaurante Mirador de Toró, Llanes,43.4169616,-4.7451307,"Av. Ctra. de Toro, 42, Llanes, Principado de Asturias, España",+34985400882,"['12', '21']","['Cerrado', '11:00-16:00', '11:00-16:00', '11:00-16:00', '11:00-00:30', '11:00-00:30', '11:00-16:00']","['Opciones vegetarianas', 'Española', 'Pescado y marisco']",88,3648,"['Asientos al aire libre', 'Reserva', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Accesible para sillas de ruedas', 'Wifi', 'Estacionamiento', 'Para llevar', 'TV']","Explora aquí el universo de la cocina española. En este restaurante, prueba su sabroso pulpo, sus caseras fabes con almejas y sus generosos rollos. Sus cocineros preparan aquí un delicado milhojas de fresas, un sorprendente pastel milhojas y unos bien trabajados helados. La carta de vinos es muy variada, para que todos los clientes puedan encontrar alguno que se ajuste a su gusto. El café cortado es espectacular: pruébalo. Su afable personal demuestra un alto nivel de calidad en Restaurante Mirador de Toró. Sus comensales afirman que aquí el servicio es estupendo. Según el punto de vista de los usuarios, sus precios son interesantes. No hay duda de que vas a agradecer su cómoda atmósfera y su moderna decoración. Google le ha dado un 4,5, lo que indica que puedes elegir este lugar para pasar un rato agradable.",https://es.restaurantguru.com/Mirador-de-Toro-Llanes,https://miradordetoro.com,X
Sidrería As De Guia, Llanes,43.4197212,-4.7548199,"C. Muelle, 32, Llanes, Principado de Asturias, España",+34985402908,"['13', '43']","['10:30-01:00', '10:30-01:00', '10:30-01:00', '10:30-01:00', '10:30-01:00', '10:30-01:00', '10:30-01:00']","['Española', 'Mediterránea', 'Opciones vegetarianas']",86,1734,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'Reserva', 'No hay entrega', 'Accesible para sillas de ruedas', 'Para llevar']","Ven a este establecimiento y descubre sus cocinas mediterránea y española. Te propondrán un generoso entrecote, un sabroso entrecot y unas tiernas empanadas. Pasa un estupendo rato aquí y comparte su delicado pastel de frutas, su singular tarta de queso y sus caseros helados con tus amistades. En este restaurante, sus visitantes pueden pedir una irresistible sidra o un espectacular vino. Su magnífico café hará que tu comida sea más sabrosa, lo que, con seguridad, te hará volver. La estupenda ubicación de Sidrería As De Guia hace que llegar a él por cualquier medio sea muy sencillo. El éxito de este lugar no sería posible sin unos eficientes camareros y camareras. Tal y como la mayoría de usuarios aseguran, el servicio es admirable. Pagarás unos precios razonables por sus platos. Este lugar tiene un ambiente hogareño y una decoración estupenda. De acuerdo con los comentarios de los clientes en Google, este restaurante merece un 4,3.",https://es.restaurantguru.com/Sidreria-As-De-Guia-Llanes-3,X,https://www.instagram.com/sidreriaasdeguia/?hl=es
Restaurante Sidrería parrilla La Veguca, San Roque del Acebal,43.3975753,-4.7340168,"Ctra. Nacional 634, San Roque del Acebal, Principado de Asturias, España",+34985417193,"['10', '34']","['12:00-16:30', '12:00-16:30', '12:00-16:30', '12:00-23:30', '12:00-23:30', '12:00-23:30', '12:00-23:30']","['', 'Churrasquería', 'Asado', 'Europea', 'Española', 'Opciones vegetarianas']",86,3864,"['Asientos al aire libre', 'Para llevar', 'Wifi', 'Estacionamiento', 'Reserva', 'TV', 'Tarjetas de crédito aceptadas', 'Entrega', 'Accesible para sillas de ruedas']","Todos sus comensales adoran la exquisita cocina española de esta parrilla. En este establecimiento, sus visitantes disfrutan entre deliciosos manjares y saborean su sabroso rape, su bien trabajada fabada asturiana y su singular parrillada. Restaurante Sidrería parrilla La Veguca te ofrece un generoso pastel de frutas, una delicada tarta de queso y un sorprendente tiramisú. Disfruta de su sensacional sidra, su espectacular cordial o su irresistible sangría. Este lugar tiene entre sus bebidas un extraordinario café cortado. Es fácil encontrar este lugar gracias a su estupenda ubicación. Muchos clientes indican que el personal es estupendo. Su servicio siempre es eficiente, no lo olvides. Se dice que aquí los precios son razonables. Una zona de juegos infantiles festiva y su ambiente encantador ayudan a sus clientes a sentirse relajados. Según la valoración de Google, esta parrilla ha conseguido un 4,3.",https://es.restaurantguru.com/La-Veguca-San-Roque-del-Acebal,https://laveguca.com,https://www.instagram.com/la_veguca_llanes/?hl=es
Restaurante La Galería, Llanes,43.4208308,-4.7568128,"Calle Manuel Romano, 7, Llanes, Principado de Asturias, España",+34985402111,"['10', '24']","['12:00-16:00', 'Cerrado', '12:00-16:00', '12:00-16:00', '12:00-16:00/20:30-23:30', '12:00-16:00/20:30-23:30', '12:00-16:00']","['', 'Europea', 'Saludable', 'Española', 'Mediterránea', 'Opciones vegetarianas']",86,1309,"['Tarjetas de crédito aceptadas', 'Asientos al aire libre', 'Para llevar', 'No hay entrega', 'Reserva', 'Accesible para sillas de ruedas', 'Wifi', 'TV']","Entre otros establecimientos de cocinas mediterránea y española en los que comer, este restaurante puede estar entre los mejores. Sus invitados pueden pedir una bien trabajada fabada asturiana, un casero rape y un singular pulpo en Restaurante La Galería. No hay duda de que te van a gustar su delicado pastel de frutas, sus sabrosos brownies y su atrayente tarta de queso. Un gran número de críticos han reparado en el hecho de que en este lugar puedes tomarte una sidra sensacional. Ofrece a sus visitantes distintas variantes de su sorprendente limonada. Los niños pueden elegir sus platos del menú infantil. Los camareros y camareras son aquí atentos, y eso es lo que hace que este lugar sea tan bueno. Te va a encantar su abnegado servicio. Se dice que aquí los precios son interesantes. En este restaurante, sus comensales disfrutan de un ambiente exótico y de una decoración estupenda. Un 4,4 es lo que Restaurante La Galería ha recibido según el sistema de valoraciones de Google.",https://es.restaurantguru.com/La-Galeria-Llanes,X,https://www.instagram.com/restaurantelagaleria7/?hl=es
"Restaurante ""Los Italianos"" Llanes", Llanes,43.420107,-4.7554282,"PLAZA CONSTITUCION, 1, Llanes, Principado de Asturias, España",+34695063050,"['10', '24']","['Cerrado', '20:00-23:30', '13:00-16:30/20:00-23:30', '13:00-16:30/20:00-00:00', '13:00-16:30/20:00-00:00', '13:00-16:30/20:00-00:00', '13:30-17:00/20:00-00:00']","['Italiana', 'Pizza', 'Opciones vegetarianas']",86,2190,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'Reserva', 'No hay entrega', 'Para llevar', 'No accesible para sillas de ruedas']","Lo que aquí te van a pedir que tomes es su cocina italiana. Pide unos sabrosos espaguetis a la carbonara, un perfectamente elaborado laing o un casero rape en esta cafetería. Podrás comer su bien preparado tiramisú, su singular tarta de queso o su atrayente pastel de frutas. Ven y prueba un irresistible cordial, un excelente vino o una sensacional grappa. Tal y como la mayoría de clientes dicen, su café cortado es bastante bueno. Vas a llevarte un buen recuerdo de Restaurante ""Los Italianos"" Llanes, ya que es bien conocido por su gran servicio y su amable personal, siempre dispuesto a ayudar. Es de esperar que los precios en este lugar sigan siendo bajos. Según las opiniones de los usuarios, la decoración es aburrida. Su encantadora atmósfera es precisamente lo que necesitas tras una intensa semana de trabajo. Los usuarios de Google que visitaron este lugar afirman que la valoración más adecuada es 4,3.",https://es.restaurantguru.com/Los-Italianos-Original-Autentico-Llanes-Llanes,https://carteame.es,https://www.instagram.com/lositalianosllanes/?hl=es
El Chibiski del Chilito, Llanes,43.4188588,-4.7529062,"C. Gutiérrez de la Gándara, 6, Llanes, Principado de Asturias, España",+34985402153,"['16', '26']","['13:00-16:00/20:00-00:00', 'Cerrado', 'Cerrado', '13:00-16:00/20:00-00:00', '13:00-16:00/20:00-00:00', '13:00-16:00/20:00-00:00', '13:00-16:00/20:00-00:00']","['Mexicana', 'Opciones vegetarianas']",86,2674,"['Entrega', 'Para llevar', 'Sin asientos al aire libre', 'Wifi', 'Reserva', 'Tarjetas de crédito aceptadas', 'TV', 'Estacionamiento']","Pásate por aquí si eres un amante de la cocina mexicana. Es una buena idea pedir unos caseros chilaquiles, unos generosos flautas y unos bien trabajados tacos al pastor. Este restaurante te agradará con su bien preparado pastel de frutas, su singular tarta de chocolate y su sorprendente pastel de tres leches. La estupenda ubicación de El Chibiski del Chilito hace que llegar a él por cualquier medio sea muy sencillo. Aquí puedes pedir unos estupendos tequila, unas insuperables margaritas o unos extraordinarios michelada. Su delicioso café cortado encaja perfectamente con su estupenda comida. El éxito de este lugar no sería posible sin unos abnegados camareros y camareras. Descansar y comer aquí es siempre un placer, principalmente por su profesional servicio. Sus precios asequibles son una de esas cosas que se deben mencionar al hablar de este lugar. Una decoración cómoda y su ambiente agradable ayudan a sus clientes a sentirse relajados. Los usuarios de Google han premiado a este restaurante con un 4,5.",https://es.restaurantguru.com/El-Chibiski-Llanes,https://chibiski.com,X
Restaurante el cenador del convento, Llanes,43.4214827,-4.7569728,"Cl Colegio de la Encarnación, 1 Hotel Don Paco Llanes, Llanes, Principado de Asturias, España",+34985400150,"['10', '29']","['13:00-16:00/20:00-23:00', '13:00-16:00/20:00-23:00', '13:00-16:00/20:00-23:00', '13:00-16:00/20:00-23:00', '13:00-16:00/20:00-23:00', '13:00-16:00/20:00-23:00', '13:00-16:00/20:00-23:00']","['Española', 'Internacional']",86,193,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Reserva', 'Accesible para sillas de ruedas', 'Estacionamiento']","La clave de este restaurante está en su cocina internacional. En Restaurante el cenador del convento, sus visitantes pueden pedir una casera fabada asturiana, unas perfectamente elaboradas fabes con almejas y unas sorprendentes empanadas. Si tienes hambre, ven aquí a tomar su sabroso pastel de frutas, su atrayente tarta de queso o su bien preparado nougat. Tal y como sus invitados escriben en sus comentarios, la sidra que ofrece este lugar es excelente. Es un placer disfrutar de su sensacional café. Es fácil encontrar este lugar gracias a su estupenda ubicación. El competente personal de este restaurante demuestra lo mucho que valora a sus comensales. Su cuidado servicio te hará sentirte especial. Una decoración singular y su atmósfera tranquila ayudan a sus clientes a sentirse relajados. De acuerdo con los comentarios de los usuarios en Google, Restaurante el cenador del convento merece un 4,5.",https://es.restaurantguru.com/El-Cenador-del-Convento-Llanes,https://hoteldonpacollanes.com,https://www.instagram.com/hoteldonpacollanes/?hl=es
Sidrería El Puerto Llanes, Llanes,43.4198129,-4.7527034,"Calle Marqués de Canillejas, 1, Al lado de la Oficina de Turismo, Llanes, Principado de Asturias, España",+34684610679,"['10', '48']","['12:30-17:00', 'Cerrado', '12:30-16:30/19:30-23:30', '12:30-17:00/19:30-23:30', '12:00-16:30/19:30-23:30', '12:00-23:30', '12:30-17:00']","['Española', 'Europea', 'Opciones vegetarianas']",86,1798,"['Asientos al aire libre', 'Wifi', 'Reserva', 'Tarjetas de crédito aceptadas', 'Entrega', 'Para llevar', 'Accesible para sillas de ruedas', 'TV']","Deberías ver Los Cubos de la Memoria justo después de comer en Sidrería El Puerto Llanes. Este restaurante ofrece a sus clientes degustar la cocina española. Muchos visitan Sidrería El Puerto Llanes para saborear su sabroso entrecote, su tierno bacalao y sus bien trabajadas gambas. Te servirán un atrayente pastel de frutas, una bien preparada tarta de queso fría y una casera compota. La buenísima ubicación de este lugar hace que llegar a él incluso en hora punta sea muy sencillo. Cuando visites este lugar, tienes que probar su deliciosa sidra, su irresistible vino o su estupendo cordial. Si te apetece un café cortado extraordinario, no dejes pasar la oportunidad de probarlo. Comprueba por ti mismo lo servicial que es su personal. Su eficiente servicio es un gran beneficio. Los sorprendentes precios de este restaurante siempre son una buena noticia para sus visitantes. No hay duda de que vas a agradecer su confortable ambiente y su bonita decoración. Sidrería El Puerto Llanes ha logrado un 4,2 según el baremo de valoraciones de Google.",https://es.restaurantguru.com/Sidreria-El-Puerto-Llanes,https://sidreriaelpuertollanes.com,https://www.instagram.com/sidreriaelpuertollanes/?hl=es
Cenador de La Hacienda De Don Juan, Llanes,43.4156147,-4.752993,"Calle Concepción, 5, Llanes, Principado de Asturias, España",+34985403559,"['10', '24']","['13:30-15:30/20:00-23:00', '13:30-15:30/20:00-23:00', '13:30-15:30/20:00-23:00', '13:30-15:30/20:00-23:00', '13:30-15:30/20:00-23:00', '13:30-15:30/20:00-23:00', '13:30-15:30/20:00-23:00']","['Mediterránea', 'Opciones vegetarianas']",84,156,"['No hay entrega', 'Reserva', 'Accesible para sillas de ruedas']","Lo que aquí te van a pedir que tomes es su cocina mediterránea. Gran parte de sus invitados comentan que los camareros ofrecen aquí un tierno bacalao, unas singulares gambas y un sabroso juane. Este restaurante te agradará con su generoso helado, su bien preparado yogur y su atrayente tarta de chocolate. Visita este establecimiento y tómate un insuperable vino. Su cortés personal demuestra un alto nivel de calidad en Cenador de La Hacienda De Don Juan. Cada vez que vengas, notarás su profesional servicio. Este lugar arropa a sus visitantes con una confortable atmósfera. Los usuarios de Google que visitaron este lugar afirman que la nota más adecuada es 4,4.",https://es.restaurantguru.com/Cenador-de-La-Hacienda-De-Don-Juan-Llanes,https://haciendadedonjuan.com,X
