Alt Imagen Destacada;Nombre;Concejo;Zona;Extensión;Periodo de visita;Altitud máxima;Datos de Contacto;Uso;Servicios;Facebook;Twitter;Youtube;Pinterest;Instagram;Rss;Canal;Url;Archivo;Título;Título;Seleccionar heading;Contenido Texto;Imagen;Pie de foto;ALT de la imagen;TITLE de la imagen;Título;InformacionTexto;Localización;Flora;Fauna;Horarios y Tarifas;Qué ver;OtrosDatos;Q de Calidad;Reserva de la Biosfera;Coordenadas;Slide;Título;Url;Observaciones;Más Información;Trámites relacionados
;Embalse de Trasona;Corvera de Asturias;;;;;;;Bar / Cafetería Fuente Acceso tráfico rodado Zona de aparcamiento Zona infantil Barbacoa Zona de mesas Accesible autocares;;;;;;;;;;;;;;;;;;Áreas recreativas situadas en el embalse de Trasona, en Corvera de Asturias.;Son dos áreas ubicadas en el borde del embalse: Gavitos (próxima al Centro de Alto Rendimiento del embalse de Trasona) y Overo (inmediaciones del Palacio de Peñalver). Cuentan con todas las instalaciones necesarias para su disfrute, mesas, barbacoas, zona de juegos infantiles, aparcamiento, acceso minusválidos, fuente de agua potable y bar.;Gavitos: Desde la A-8, tomamos la salida al centro comercial Parque Astur. Continuamos la carretera que bordea el embalse hasta llegar al área recreativa. Overo: Se llega desde la CV-1, Los Campos - Trasona.;;;;;;;;43.545273,-5.881169;/documents/39908/61689/EmbalsedeTrasona_1.jpg/9f37ea80-47d0-16fa-dd35-ca0448ecbd4d?t=1674187505053;Embalse de Trasona;;;;
;Tejo de Bermiego;Quirós;Centro de Asturias;;;;;;;;;;;;;;;;;;;;;;;;El Tejo de Bermiego, con una edad superior al millar de años, es uno de los Monumentos Naturales más importantes del Principado;Se encuentra en el pueblo de Bermiego (Quirós) en la falda occidental del Aramo y está considerado como el más antiguo de Asturias y uno de los más antiguos de Europa. Es conocido popularmente como "Teixu l´Iglesia" debido a su ubicación junto a la iglesia de Santa María. Sus dimensiones llaman la atención, 13 m de altura, 6,82 m de diámetro y 15 m de diámetro de copa. Cuenta la tradición que muy cerca de allí pasaron las reliquias del Arca Santa, en su largo periplo desde Jerusalén hasta la Catedral de Oviedo, y es probable que tal vez este texu o un antecesor suyo fuera testigo de este histórico itinerario… Es un lugar perfecto para contemplar con calma y sosiego el increíble paisaje que nos deja la naturaleza de la zona. ¡Sea como fuere, Bermiego y su texu componen un conjunto de fábula!  ;El Tejo de Bermiego se encuentran en el municipio de Quirós, en las faldas de la sierra del Aramo, en la localidad de Bermiego.;;;;;;;;+43.200930,-5.984258;/documents/39908/44031/Bermiego_Tejo.jpg/6d4525fe-2d98-3185-90ca-397cfb05ac25?t=1674172496784,/documents/39908/44031/Bermiego_Tejoycapilla.jpg/17bb2269-dbaf-ebfa-18b9-1e6790cc9b97?t=1674172497420,/documents/39908/44031/Bermiego_Tejoycapilla1.jpg/3e0e80ea-73f8-3a11-ce9a-a36e3093ba5f?t=1674172498026,/documents/39908/44031/Capillaytejo_Bermiego.jpg/95b42945-4220-1aa9-2b83-1b61e2f23ae9?t=1674172498643;Tejo de Bermiego en Quirós,Tejo de Bermiego y capilla en Quirós,Capilla y Tejo de Bermiego en Quirós,Capilla y Teju de Bermiego en Quirós;,,,;Tejo de Bermiego;;
;Cascadas de Oneta;Villayón;Occidente de Asturias;;;;;;;;;;;;;;;;;;;;;;;;El Monumento Natural de las Cascadas de Oneta es un espectacular conjunto de tres saltos de agua que se escalonan en pocos metros.;Se trata de unas cascadas permanentes situadas en un paraje de gran belleza. Se utilizan frecuentemente como ruta de senderismo. Las tres cascadas se encuentran en una zona de frondosa vegetación. La primera cascada, llamada La Firbia, destaca por su belleza y espectacularidad, ya que tiene una caída de unos 15 metros, y los continuos desprendimientos la han adornado con un peculiar circo de rocas, donde el agua descarga su fuerza. La segunda es La Firbia de Abajo, y se accede a ella tras una fuerte pendiente, y la tercera, llamada de Maseirúa, es la más pequeña e inaccesible, por encontrarse en un enclave más abrupto y protegido.;Las Cascadas de Oneta se encuentran en el municipio de Villayón, en un tramo en el que el río Oneta que se acerca la aldea que da nombre a las cascadas.;;;;;;;;+43.459087,-6.675300;/documents/39908/44169/MonumentoCascadasOneta2.jpg/6a3d54af-9628-24f3-a92c-5d84a8e7f27c?t=1674172631788,/documents/39908/44169/MonumentoCascadasOneta3.jpg/3e4e37f3-554b-f379-ba65-17563fb8ebc0?t=1674172632392,/documents/39908/44169/MonumentoCascadasOneta1.jpg/cab73e62-6416-6dfc-86a4-487d5faad5cd?t=1674172631096,/documents/39908/44169/MonumentoCascadasOneta4.jpg/6c939532-82de-85e5-559b-6470e06c48e7?t=1674172633179;Cascadas de Oneta,Cascadas de Oneta,Cascadas de Oneta,Cascadas de Oneta;,,,;Cascadas de Oneta;;
;La Pesanca;Piloña;Oriente de Asturias;;;;;;Zona de seguridad Senderismo Fuente Acceso tráfico rodado Zona de aparcamiento Barbacoa Zona de mesas;;;;;;;;;;;;;;;;;;Área recreativa fluvial próxima a Riofabar, en Piloña.;Vega a orillas del río del Infierno, poblada de robles, castaños... y encajada entre las sierras de Aves y Gibladiella. En sus cercanías se localiza también el Arboreto de Miera, un espacio de interés botánico por sus variadas especies arbóreas.;Desde Infiesto tomamos la PI-4 y una vez recorridos 10 km. tras atravesar los pueblos de Espinaredo y Riofabar, nos conduce al área.;;;;;;;;43.266265,-5.335636;/documents/39908/61851/LaPesanca_1.jpg/808f2ad9-5889-c471-7bb7-2a9dcec3ad88?t=1674187612007,/documents/39908/61851/%C3%81rea+Recreativa+La+Pesanca-Pilo%C3%B1a1.jpg/598a37d9-f002-e1ca-a458-99fabc18e5b9?t=1674187615111,/documents/39908/61851/LaPesanca_2.jpg/f3b63952-bde0-5139-3577-e0b1622307e1?t=1674187612578;Área recreativa La Pesanca,Área recreativa La Pesanca,Área recreativa La Pesanca;,,;;;
;Collanzo;Aller;;;;;;;Punto panorámico Acceso tráfico rodado Zona de mesas Accesible autocares;;;;;;;;;;;;;;;;;;Área recreativa próxima a Co??anzo, en Aller.;El área se encuentra a la salida de la localidad de Co??anzo, junto al río San Isidro, es el lugar ideal para hacer un alto en el camino y disfrutar del paisaje de la zona alta del concejo.;Desde Cabanaquinta/Cabañaquinta tomamos la AS-253 en dirección a La Raya (Puerto San Isidro) hasta la localidad de Co??anzo. El área recreativa está situada a la salida del pueblo, en el margen derecho de la carretera.;;;;;;;;43.122407,-5.560932;/documents/39908/61740/Collanzo_1.jpg/3b59f44c-041e-2405-0e1a-c7dd0825cf1e?t=1674187533136;Collanzo;;;;
;La Cruz;Bimenes;;;;;;;Zona de seguridad Senderismo Fuente Acceso tráfico rodado Zona de aparcamiento Barbacoa Zona de mesas;;;;;;;;;;;;;;;;;;Área recreativa de monte situada en el Alto de la Cruz, en Bimenes.;El área está situada en un alto a unos 400 m. sobre el nivel del mar, con abundante brezo. De las lomas próximas parecen colgar los pueblos de la zona y mirando a lo lejos podemos ver la sierra de Peñamayor.;Desde Lieres, en el municipio de Siero, tomamos la SI-14 hasta el Alto la Cruz. En el cruce continuamos por la BI-1, que conduce a San Julián de Bimenes, pero a unos 200 m. del cruce nos desviamos a la izquierda.;;;;;;;;43.352871,-5.577359;/documents/39908/61827/LaCruzCampabaxera_1.jpg/b1bca29b-ccb9-e1ee-b8eb-8a7ca5ac2f25?t=1674187601219;Área recreativa La Cruz;;;;
;Bolgues;Las Regueras;;;;;;;Zona de seguridad Senderismo Fuente Acceso tráfico rodado Zona de aparcamiento Zona infantil Barbacoa Zona de mesas Accesible autocares;;;;;;;;;;;;;;;;;;Área recreativa rodeada de bosque situada en Bolgues, en Las Regueras.;Zona llana, alternativamente palustre y de secano, abrigada por abundante bosque de especies autóctonas, en las estribaciones del Monte Cimero (Sierra de Pedroso). Al norte cuenta con una ruta pedestre (opciones de 6,5 y 10 km.), por Las Ablanosas, hasta el área de La Degollada. Al sur se divisa la Sierra del Aramo.;Desde la N-634, Oviedo-La Coruña, nos desviamos por la AS-234, Puente de Peñaflor-Santa Cruz de Llanera, por Las Regueras. Recorridos 2 km., sendos accesos asfaltados conducen al área, en el pueblo de Bolgues.;;;;;;;;43.407717,-6.022010;/documents/39908/61803/Bolgues_1.jpg/7f916e45-88f5-f8e2-4d8e-61756673c29e?t=1674187587542,/documents/39908/61803/Bolgues_2.jpg/f5fbb1a6-8d8e-b293-98d2-72a74e6b1a19?t=1674187588152,/documents/39908/61803/Bolgues_3.jpg/ed1f16a4-df17-ad56-aabc-de941ae4ba03?t=1674187588699;Área recreativa Bolgues,Área recreativa Bolgues,Área recreativa Bolgues;,,;;;
;Parque de los Riegos;Noreña;;;;;;;Senderismo Acceso tráfico rodado Zona de mesas Accesible autocares;;;;;;;;;;;;;;;;;;Área recreativa situada en un amplio espacio verde a la orilla del Noreña.;Situado en la zona destinada a equipamientos deportivos y escolares del municipio, cuenta con un parque biosaludable formado por doce ejercicios destinados a mejorar la circulación sanguínea, fortalecer la función cardiaca y del sistema digestivo, mejorar la flexibilidad de las articulaciones, etc.;En el casco urbano de Noreña, proximo al campo de futbol.;;;;;;;;43.390293,-5.706007;/documents/39908/61905/Norena4.jpg/f3ba85a6-dd24-b689-3d60-9533628030fd?t=1674187651426;Noreña;;;;
;Entrepeñes y Playa de Vega;Ribadesella;Oriente de Asturias;;;;;;;;;;;;;;;;;;;;;;;;Un desfiladero y una playa virgen forman parte de este Monumento Natural.;Las hoces de Entrepeñes, desfiladero creado por el arroyo del Acebo, la playa de arenas de Vega, con su pequeño pero valioso sistema dunar donde se encuentran especies como el barrón, nardo marino, correhuela de las dunas, grama de mar, manzanilla bastarda, mosquita dorada, lechetrezna de las dunas, una aliseda pantanosa, extremadamente rara, ricos yacimientos paleontológicos, huellas de dinosaurios y vestigios de los diferentes niveles del mar a lo largo del tiempo, conforman este espacio de gran belleza. La playa de la Vega es el arenal perfecto para los amantes de las playas casi vírgenes. Incluso en los meses de mayor afluencia, la sensación de tranquilidad y sosiego es inmensa. Se puede recorrer el entorno de la playa gracias a una pasarela de madera, que ayuda a mantener intactas las características de este bello escenario.;Entrepeñes y Playa de Vega se encuentran en el municipio de Ribadesella, próximos a la localidad de Vega.;;;;;;;;+43.47291,-5.13230;/documents/39908/44145/MonumentoEntrepenesPlayaVega1.jpg/69840ef0-7a33-19e5-5ca3-381333dc0ce9?t=1674172605757,/documents/39908/44145/MonumentoEntrepenesPlayaVega2.jpg/3f8a669a-d7a3-78ab-99f9-04f9dbe2e58a?t=1674172606981;Entrepeñes y Playa de Vega,Entrepeñes y Playa de Vega;,;Entrepeñes y Playa de Vega;;
;Área recreativa Pinos Altos;Castrillón;Centro de Asturias;;;;;;Mesas/bancos Contenedores/papeleras Ruta de senderismo Acceso tráfico rodado Zona aparcamiento;;;;;;;;;;;;;;;;;;El Área Recreativa de Pinos Altos se ubica en lo alto de una montaña desde la cual se puede admirar la localidad de Salinas y su playa;Dispone de diferentes lugares de descanso y de una zona habilitada para hacer ejercicio al aire libre. Cuenta con mesas de madera de picnic repartidas por gran parte del recinto y con bancos, además está provisto de un aparcamiento y de un mirador donde disfrutar de sus increíbles vistas. Puede accederse a pie, subiendo por el sendero de la Costa Norte desde Arnao o Salinas, o bien en coche.;Desde Piedras Blancas tomar la CT-I hacia Avda. del Mar, seguir por la calle Rafael Alberti hasta llegar a Samartín de L'Aspra y después conducir hacia Caserío El Cabildo.;;;;;;;;43.577034,-5.969872;/documents/39908/61746/AR_pinos_altos_2.jpg/ef9ee22d-089c-b5d6-b23d-93a4246fc21e?t=1674187535612,/documents/39908/61746/AR_pinos_altos.jpg/41d83b90-d6bc-64db-51f5-8aba111d015d?t=1674187534348,/documents/39908/61746/AR_pinos_altos_1.jpg/4e7fe399-4811-6cc7-d727-5608d291b365?t=1674187534968;Área recreativa Pinos Altos (Las Piñeras),Área recreativa Pinos Altos (Las Piñeras),Área recreativa Pinos Altos (Las Piñeras);,,;;;
;Río Eo;San Tirso de Abres, Castropol, Vegadeo;Occidente de Asturias;287;;;;;;;;;;;;;;;;;;;;;;;El Río Eo en su desembocadura en el Mar Cantábrico forma la Ría del Eo que es uno de los estuarios más importantes del Norte de España;Son aproximadamente 287 Km de su cuenca hidrográfica los que trascurren por el Principado y a él miran dos de las poblaciones asturianas más occidentales: Castropol y Figueras. En estuarios como el del Eo las aguas fluviales se mezclan con las marinas trayendo consigo una multiplicidad de ambientes. La confluencia de ambos caudales, el fluvial y el mareal, supone un importante aporte de sedimentos y materia orgánica, creando de esta manera ricos nutrientes para los seres vivos.;Castropol, San Tirso de Abres y Vegadeo  ;Las comunidades vegetales de mayor originalidad son las praderas submarinas formadas por las dos especies de Zostera. En la Ría del Eo, y concretamente en la ensenada de la Linera, se localiza una formación de Zostera marina cuyas dimensiones la convierten con toda probabilidad en la de mayor extensión del Cantábrico. También son de gran interés las formaciones de Zostera noltii, que se encuentran en ésta y otras ensenadas. Los matorrales halófilos son un tipo de vegetación francamente escaso en esta ría, cuyos fragmentos mejor conservados se localizan en la ensenada del Tarrón. Los juncales y cañaverales se sitúan en las zonas donde la influencia de las pleamares es menor. Los juncales dominados por Juncus maritimus forman extensiones muy apreciables en la cola de la ría, junto a los pueblos de Miou y Louteiro. Cañaverales de diversos tipos acompañan a los juncales en esta zona.;Centrando el análisis de la fauna en los vertebrados, es necesario destacar el especial interés de este enclave para la avifauna. La Ría del Eo está considerada como la principal área asturiana de invernada y reposo migratorio de las poblaciones europeas de aves acuáticas. Se han identificado 49 especies, de las que 16 son limícolos, 13 anátidas y 9 láridos repartiéndose las restantes entre otros grupos. En su mayor parte se trata de invernantes, si bien existe un reducido grupo de migrantes de primavera y otoño y otro que se puede observar a lo largo de todo el año. Esta zona húmeda se clasifica como de importancia internacional en lo que se refiere a tres especies de anátidas: ánade silbón, ánade rabudo y porrón moñudo. La presencia de importantes núcleos de ostrero, chorlito gris, correlimos común, andarríos chico, zarapito trinador y aguja colipinta la confieren la categoría de importancia regional para estas especies.;;;;;;43.473851,-7.063377;/documents/39908/61521/RioEo1.jpg/6679fcd2-9923-e0d5-d410-f6556ca7ad75?t=1674187373826,/documents/39908/61521/RioEo2.jpg/b45a7e44-6744-bdf6-9864-a88284378ae4?t=1674187375676,/documents/39908/61521/RioEo3.jpg/34a57205-0b40-5712-9ae9-b2a47a3e5ad1?t=1674187376315,/documents/39908/61521/RioEo4.jpg/f0cd598d-a8c6-6ef1-7c72-52509959e105?t=1674187374896;Río Eo,Río Eo,Río Eo,Río Eo;,,,;Los afluentes más importantes del Río Eo son: Turía, Ouría, Suarón y Arroyo Formela.;;
;Los Quebrantos;Soto del Barco;;;;;;;;;;;;;;;;;;;;;;;;;Situada en la Playa de los Quebrantos y dotada con todas las comodidades, además ofrece una buena panorámica del mar y de la montaña.;;Situada en la Playa de los Quebrantos y dotada con todas las comodidades, además ofrece una buena panorámica del mar y de la montaña.;;;;;;;;;/documents/39908/61749/ArecreativaLosQuebrantos_1.jpg/b3294a19-1e63-d27b-e343-a2736ec96b8a?t=1674187536307,/documents/39908/61749/ArecreativaLosQuebrantos_2.jpg/e469a13d-c3be-8c5f-6eaf-02883e513642?t=1674187536898,/documents/39908/61749/ArecreativaLosQuebrantos_3.jpg/f6fc0c22-3b2c-be78-cfc9-79ce1135d859?t=1674187537512,/documents/39908/61749/ArecreativaLosQuebrantos7.jpg/71573cfa-b3d6-fb25-0bc9-e3a57c257103?t=1674187539993;Los Quebrantos 1,Los Quebrantos 2,Los Quebrantos 3,Los Quebrantos 4;,,,;Cómo llegar? En la rotonda de Soto del Barco, tomar la salida en dirección a San Juan de la Arena y una vez en el pueblo, continuar hasta el final.;;
;La Granda;Gozón;Centro de Asturias;4,09;;;;Usos industriales y abastecimiento.;;;;;;;;;;;;;;;;;;;Embalse situado a 11 Km de Lluanco/Luanco (capital de Gozón), que cuenta con una superficie de cuenca propia de más de 1 km2 y una longitud de costa de más de 4 km.;Posee una gran diversidad biológica, siendo la riqueza de aves su gran valor que le identifica como un importante enclave de interés ornitológico y está declarado como Zona de Especial Protección para las Aves. EN el embalse está permitida la práctica del piragüismo y la pesca y cuenta con una senda que permite disfrutar del paisaje y de la observación de las aves.  ;Las condiciones de accesibilidad son buenas, siendo necesario pasar por dos controles de seguridad de la antigua ENSIDESA.;;El embalse presenta interés ornitológico por la existencia de anátidas, fochas y rascones.;;;;;;;/documents/39908/61560/EmbalseLaGranda1.jpg/4b3320ca-5ce1-c389-552c-b7c605c26333?t=1674187422079;Embalse de La Granda;;Es Refugio de Caza. Prohibido navegar a motor. Permitida la práctica del piragüismo y la pesca.;;
;Lago Negro o Calabazosa;Somiedo;Centro de Asturias;17 Ha.;;1.610 m.;;;;;;;;;;;;;;;;;;;;;El lago Negro, está encajado en un inmenso jou calizo, situado en un valle que se alarga cerca de 5 Km, que acoge también al lago Cerveriz.;Está considerado como la cubeta natural más caudalosa de la región, rebasando el calado de su vecino lago del Valle, aunque no le alcanza en longitud debido al aumento artificial de éste último. Característico lago templado, en el período invernal, la temperatura en superficie es menor que en profundidad, mientras que en el período estival las aguas frescas se hunden y permanecen en las zonas más profundas. El lago Negro - Calabazosa, junto con el lago Cerveriz y el lago la Cueva, forma los llamados Lagos de Saliencia, pertenecientes al Conjunto Lacustre de Somiedo, declarado Monumento Natural.;Una vez en Pola de Somiedo, y tras pasar La Riera, tomar en cuanto sea posible la SD-1 hasta Saliencia para finalmente enlazar con la SO-2 hasta el Alto de la Farrapona.;En la cuenca lacustre, predomina el pastizal raso y ralo, con matos de abrojos, cistáceas, enebro enano y gabuxa (Arctostaphyllos uvaursi). La vegetación acuática que se puede encontrar en el lago, corresponde a plantas enraizantes, con pobre variedad de especies: las algas carófitas de pequeño porte (Chara y Nitella), las dos especies de Potamogeton, alguna anfibia, como Ranunculus y Rorippa, así como musgos. La proliferación de algas filamentosas, así como de otras, planctónicas, bien aparentes en la zona litoral, que contribuyen a dar coloración verdina por transparencia, puede ser sustentada por los nutrientes que aporta el ganado, pese a que la actividad pastoril es aquí menor que en otros lagos regionales.;Entre la fauna acuática cabe destacar la presencia de Gammarus lacustris, crustáceo carnívoro, propio de aguas muy puras y también podemos encontrar la sanguijuela Erpobdella monostriata. Hay además, otros hirudíneos (Helobdella stagnalis y Haemopis sanguisuga), moluscos (gasterópodo y bivalvo), odonatos (Aeschna juncea), tricópteros, dípteros quironómidos y anfibios (Bufo bufo).;;;;;;43.046969,-6.104929;/documents/39908/61488/LagoNegro1.jpg/5058c82f-f16c-1cf0-846f-2965e40f7d9b?t=1674187350703;Lago Negro;;A los Lagos de Saliencia (Lago Calabazosa o Lago Negro, Lago Cerveriz, Laguna de Almagrera o Lago de La Mina y Lago de La Cueva) se puede acceder en coche;;
;Desfiladero de las Xanas;Santo Adriano;Centro de Asturias;;;;;;;;;;;;;;;;;;;;;;;;Desfiladero, declarado Monumento Natural, en el centro de Asturias.;El desfiladero de las Xanas es una formación geológica singular, perfilada por el arroyo de su mismo nombre. Uno de sus atractivos paisajísticos es la masa boscosa que se conserva en el interior del desfiladero. Se trata de un bosque mixto y de composición muy diversa. Son frecuentes los avellanos, espineras, fresnos, tilos, arces, mostajos y olmos. En la zona que se abre a las praderías, aparecen las hayas y los alisos. También otras especies como el orégano y el té de roca se dan en las zonas de matorrales y en las verticales paredes se puede divisar el endemismo cantábrico. En todo el territorio son abundantes los tejos, encinas y madroños. Cabe resaltar la presencia del avión roquero y el colirrojo tizón, además de las chovas piquigualda y piquirroja. Es frecuente ver al águila real y al alimoche. El desfiladero es recorrido por una de las más conocidas y transitadas sendas de Asturias, tanto por su belleza como por su fácil acceso. La senda fue tallada en la roca en un antigua proyecto para conectar los pueblos de pedroveya, Rebollada y Dosango con el valle del Trubia. Por su ubicación en el centro de la región, es muy accesible desde cualquier punto del Principado, y el trayecto de ida y vuelta se hace en tres o cuatro horas sin prisa. Su nombre hace referencia a uno de los seres de la mitología asturiana, las xanas, las hadas que habitaban en los ríos y los bosques.;El Desfiladero de las Xanas, situado en el tramo final del río de las Xanas, se encuentra casi en su totalidad en el municipio de Santo Adriano, perteneciendo sólo una pequeña parte hacia el interior de la garganta al concejo de Proaza. ;;;;;;;;+43.270518,-5.985660;/documents/39908/44142/03263-Desfiladero+de+las+Xanas-Santo+Adriano.jpg/e62a651c-23d0-8947-7b04-08ae6f624458?t=1674172605134,/documents/39908/44142/MonumentoDesfiladeroXanas1.jpg/deb331cc-ab3c-5ae6-c1b2-6b85263df126?t=1674172603773,/documents/39908/44142/MonumentoDesfiladeroXanas2.jpg/557e4d1f-b0f9-3293-10f2-faf8edf68403?t=1674172604515;Desfiladero de las Xanas,Desfiladero de las Xanas,Desfiladero de las Xanas;,,;;;
;Tejo de Salas;Salas;Occidente de Asturias;;;;;;;;;;;;;;;;;;;;;;;;Este Monumento Natural es uno de los tejos más altos de Asturias.;Magnífico ejemplar de tejo, que con sus 16 metros de altura le hace destacar en medio de todo el paraje. El perímetro del tronco es de 6,5 metros y el diámetro de la copa alcanza los 12. Como todos los árboles de esta especie en Asturias, está rodeados de un halo mágico y misterioso, que antaño le conferían cualidades mágicas directamente relacionadas con la mitología asturiana. La mayoría de estos árboles están ubicados junto a pequeñas iglesias o ermitas, y tuvieron un gran protagonismo para los celtas, que tomaban sus frutos venenosos para acabar con sus vidas, cuando eran derrotados por los enemigos y evitar convertirse en esclavos.;El Tejo de Salas se encuentra en el municipio de Salas, junto a la iglesia parroquial de San Martín, en el cementerio de la localidad de Salas.;;;;;;;;+43.413005,-6.253752;/documents/39908/44163/MonumentoTejoSalas1.jpg/8a1f7060-5b9a-0b35-8126-be4387058bb5?t=1674172625770,/documents/39908/44163/MonumentoTejoSalas2.jpg/9a1812a5-9bae-fec8-2f95-31080e9ae0d2?t=1674172626428;Tejo de Salas,Tejo de Salas;,;Tejo de Salas;;
;Anleo;Navia;;;;;;;Zona de seguridad Punto panorámico Senderismo Fuente Acceso tráfico rodado Zona de aparcamiento Zona infantil Barbacoa Zona de mesas Accesible autocares;;;;;;;;;;;;;;;;;;Área recreativa rodeada por un bosque de pinos cerca del pueblo de Anleo, en Navia.;Cuenta además con una amplia planicie muy apropiada para que pequeños y grandes disfruten de diversos juegos.;Desde Navia, por la N-634 en dirección a Oviedo, recorridos unos 6 km., tomamos a la derecha la NV-6. El área se encuentra 2 km. antes de Anleo;;;;;;;;43.512760,-6.691102;/documents/39908/61623/Anleo_1.jpg/83148b7c-39fa-637f-5e9c-29fb85127409?t=1674187475949;Área recreativa Anleo;;;;
;El Llosalín;Ribera de Arriba;;;;;;;Zona de seguridad Punto panorámico Bar / Cafetería Senderismo Fuente Acceso tráfico rodado Zona de aparcamiento Zona infantil Barbacoa Zona de mesas Accesible autocares;;;;;;;;;;;;;;;;;;Área recreativa de montaña próxima a Bueño, en Ribera de Arriba.;Zona llana semirrodeada de montaña, con una laguna central. El área forma conjunto con las instalaciones deportivo-recreativas, con acceso independiente. Está bien equipada y muy próxima al Centro de Interpretación del Hórreo.;Desde la N-630, Oviedo-Mieres, unos 50 metros antes del ferrocarril, en Soto de Ribera, una carretera a la derecha nos conduce a Vegalencia y Las Segadas. Inmediatamente, en La Barquera, seguimos por la de Ferreros, de la que parte un pequeño acceso asfaltado que, cruzando una vega, lleva a las instalaciones deportivas anexas al área.;;;;;;;;43.313837,-5.889427;/documents/39908/61680/ElLlosalin_1.jpg/297de7b5-4010-823c-7b1e-da10ed36a4e2?t=1674187502548;Área recreativa El Llosalín;;;;
;Prada;Proaza;;;;;;;Senderismo Fuente Acceso tráfico rodado Zona de mesas;;;;;;;;;;;;;;;;;;Área recreativa próxima a la senda del oso y al cercado en el que viven Paca y Tola en Proaza.;Dispone de una fuente y mesas de piedra.;Desde Proaza por la AS-228 en dirección Villanueva a unos 500 m nos encontramos este área recreativa a la derecha de la carretera.;;;;;;;;43.261749,-6.006787;/documents/39908/61896/Prada_1.jpg/aea4baef-8c00-7bb9-8ccd-4fd6eb459190?t=1674187649613;Área recreativa Prada;;;;
;Bufones de Arenillas;Llanes;Oriente de Asturias;;;;;;;;;;;;;;;;;;;;;;;;El sonido del mar y la roca en el Monumento Natural de los Bufones de Arenillas.;En días de temporal y fuerte marejada, ver el agua del mar saliendo con fuerza a traves de las rocas formando un surtidor de varios metros de alto, es un espectáculo natural difícilmente comparable con otros. El agua pasa a través de la roca gracias a la perforación creada por la acción kárstica. El sonido que produce el agua al salir recuerda a un silbido o bufido, de ahí su denominación. En varios puntos de Asturias se pueden observar estos fenómenos, sobre todo en la vertiente oriental de la región, pero siempre hay que ser extremadamente cautelosos, porque además de agua y arena, la fuerza de la mar puede arrastrar rocas de considerable tamaño. La mejor época del año para disfrutar de los bufones es en otoño e invierno, cuando las mareas son más fuertes. Los bufones de Arenillas están situados cerca de la localidad de Puertas de Vidiago, en donde se recomienda dejar el coche y continuar el camino a pie.;Los Bufones de Arenillas se encuentran en el municipio de Llanes, en un tramo de costa de unos 1200 m. entre el Pozo Salmoria al este y la desembocadura del río Purón al oeste, en el que podemos encontrar una docena de bufones de distintos tamaños.;;;;;;;;+43.40742,-4.688657;/documents/39908/44082/rio-puron-%282%29.jpg/bd67fcc3-3e17-9365-8a92-50a20c1cb5e2?t=1674172549692,/documents/39908/44082/MonumentoBufonesArenillas1.jpg/196f1fdc-6783-0ae1-1a0c-4c9225d4b96f?t=1674172548463,/documents/39908/44082/rio-puron-%281%29.jpg/93be86b1-8239-aa0f-0d60-08516df9deb9?t=1674172549059;Río Purón al oeste de los Bufones de Arenillas,Bufones de Arenillas,Río Purón al oeste de los Bufones de Arenillas;,,;;;
;Santo Firme;Llanera;;;;;;;Zona de seguridad Punto panorámico Senderismo Fuente Acceso tráfico rodado Zona de aparcamiento Barbacoa Zona de mesas Accesible autocares;;;;;;;;;;;;;;;;;;Área recreativa de monte cerca de Posada de LLanera, en LLanera.;El área se encuentra en una espléndida zona orientada al sureste, a modo de mirador natural de Oviedo y mirando hacia la costa en días despejados, se ve el mar. En la zona de Panicera anexa al monte de Santo Firme y a 300 m. del depósito de agua.;Desde Lugones y nos desviamos por la AS-17 en dirección a Posada de Llanera. Antes de entrar a Posada, continuamos por la O- 603 hacia Lugo de Llanera y justo antes de esta localidad, a la izquierda hacia Robledo, parte una carretera a Mundín. Al área se accede por un ramal asfaltado.;;;;;;;;43.450961,-5.834226;/documents/39908/61884/SantoFirme_1.jpg/84b15d74-f3f6-5aed-8549-7b6771044372?t=1674187645092,/documents/39908/61884/SantoFirme_2.jpg/addca58c-5f9a-1e60-5aae-0ca05d06882b?t=1674187645742;Área recreativa Santo Firme,Área recreativa Santo Firme;,;;;
;Entragu - Senda del Oso;Teverga;Centro de Asturias;;;;;;Bar/cafetería próximos Aseos con duchas Recogida de basuras Accesible Zona de aparcamiento Zona infantil Barbacoas Mesas Río Agua potable  Vaciado de aguas residuales (autocaravanas) Fregadero  ;;;;;;;;;;;;;;;;;;Área recreativa en las inmediaciones de Entragu junto a uno de los accesos a la Senda del Oso;Área recreativa en las proximidades del pueblo de Entragu y punto de inicio de la Senda del Oso. Dotada de todo tipo de servicios y con unas increíbles vistas panorámicas.;Entragu, cercana al pueblo de Samartín.;;;;;;;;43.170260, -6.097102;/documents/39908/61758/Entrado_SendadelOso1.jpg/39e4c5a2-b4c8-6263-7f94-4e89aa6c007f?t=1674187547463,/documents/39908/61758/EntragoSendadelOso2.jpg/76aa9094-2ed4-4e5b-cdc2-f78d513f284c?t=1674187548022,/documents/39908/61758/EntragoSendadelOso3.jpg/f8a56cb0-3a6e-5b02-0d51-a7eda7ff2680?t=1674187548644,/documents/39908/61758/EntragoSendadeloso4.jpg/ac0b6f86-1604-121f-b808-fb7e4e2faa64?t=1674187549353;Panel servicios área recreativa,Fuente,Panel plano Senda del Oso,Vista general;,,,;;;
