Nombre;Concejo;Zona;Dirección;Código postal;Localidad;Horario;Tarifas;Teléfono;Email;Web;Más información;Época;Gestión;Archivo;Título;Facebook;Twitter;Youtube;Pinterest;Instagram;Rss;Canal ;Url;Título;Texto;Coordenadas;Slide;Título;Url;Fecha de Construcción;Observacion
San Martín (Taramundi);Taramundi;Occidente de Asturias;Plaza del Calvario;33775;Taramundi;;;;;;;Siglo XVIII;;;;;;;;;;;;Esta iglesia se alza sobre una prominencia rocosa.;En el corazón del occidente asturiano, en tierras de ferreiros se alza esbelta la iglesia de San Martín, iglesia parroquial de Taramundi. Se trata de un edificio de tres naves cuya torre, a los pies, fue reedificada en el siglo XVIII, muy elevada, cuadrada y maciza. Tiene el cuerpo de campanas calado con cuatro arquillos, así como un reloj y una hornacina que alberga la imagen en piedra de San Martín Obispo, titular del templo. El templo conserva cuatro retablos, todos dorados y policromados, dos de ellos, el de Cristo Crucificado y el de la Dolorosa, son gemelos, de estilo rococó-neoclásico, realizados a fines del XVIII o principios del XIX. El retablo mayor es del siglo XVII.;43.361234,-7.109405;/documents/39908/45939/SanMartinTaramundi1.jpg/1f982966-0ced-77f2-fa1b-c08b2b38c568?t=1674174668275;San Martín de Taramundi;;;
Monasterio de San Salvador de Cornellana;Salas;Occidente de Asturias;;33850;Corniana/Cornellana;Sólo visitable el exterior. Actividades asociadas al Monasterio en el marco del Milenario.;;;;;;Románico;;;;;;;;;;;;El conjunto incluye montasterio e iglesia.;El monasterio de San Salvador fue fundado en el año 1024 por la infanta Cristina, hija del rey Bermudo II y de la reina Velasquita, que se retiró a este convento tras la muerte de su marido Ordoño. A la muerte de la infanta, sus descendientes cedieron el monasterio en 1122 a los monjes de Cluny para que establecieran un cenobio benedictino. Sobre la puerta del huerto existe un relieve de una osa amamantando a una niña, con dos cabezas de león a ambos lados. Este relieve trasmite la leyenda popular que cuenta como una niña, la infanta Cristina, se perdió a muy corta edad en los bosques asturianos y logró sobrevivir gracias a que fue amamantada y protegida por una osa. El conjunto arquitectónico del monasterio de San Salvador de Cornellana incluye la iglesia y el monasterio adjunto. La iglesia de San Salvador, románico reformado en la segunda mitad del siglo XVII, tiene planta basilical de tres naves, separadas mediante pilares cruciformes, con una cabecera de tres ábsides y una torre adosada al lateral derecho, de dos pisos y planta cuadrada. Las reformas del siglo XVII se centraron fundamentalmente en la construcción de una nueva cubierta abovedada, en el añadido de un coro elevado a los pies del templo y en la remodelación de la fachada. El interior se decora con excelentes retablos del siglo XVII. La cabecera conserva los rasgos estilísticos del estilo románico con tres ábsides semicirculares y escalonados, precedidos de tramo recto. Al exterior, los ábsides se decoran con columnas adosadas, ventanas en arco, molduras horizontales y canecillos decorados. Muy cerca se eleva la torre campanario, cuya forma cuadrada destaca en altura y contrasta con los muros curvos de los ábsides. A principios del siglo XVII y principios del XVIII se reformó el resto de las dependencias monásticas. Se dotó al monasterio de una elegante fachada de dos pisos, con ventanas molduradas en el primero y balcones de hierro en el segundo. El cuerpo central se adorna con los motivos típicos del barroco: columnas, balcones, frontón partido y enorme escudo. El claustro barroco, sustituto del medieval, tiene planta cuadrada y dos pisos, que combinan las arcadas en el inferior con los balcones moldurados del primero. Conserva también dos puertas románicas de la anterior fábrica. La iglesia prerrománica de San Salvador de Priesca (Villaviciosa) junto con la iglesia y casa rectoral de Santa María de Soto de Luiña (Cudillero), ambos en el Camino Costero, y la Catedral de El Salvador en Oviedo/Uviéu y el Monasterio de San Salvador de Cornellana (Salas), ambos en el Camino Primitivo, han sido reconocidos como Patrimonio Mundial de la Unesco.;43.409052,-6.157027;/documents/39908/45954/san-salvador-cornellana.jpg/f42ab256-68d9-7a1c-6965-353f8bc737b6?t=1674174676312,/documents/39908/45954/MonasterioSanSalvador2.jpg/4ba470b7-81f8-06b5-6228-66e8ff7c5b1e?t=1674174677472,/documents/39908/45954/MonasterioSanSalvador1.jpg/c54c8b88-80ec-01b8-39b2-4729b9166705?t=1674174676886;San Salvador de Cornellana,San Salvador de Cornellana,San Salvador de Cornellana;,,;;
Iglesia de Santa Marina (Puerto de Vega);Navia;Occidente de Asturias;;33790;Santa Marina;;;985 472 220;;;;Siglo XVIII;;;;;;;;;;;;La iglesia cuenta con varios retablos de gran belleza.;Esta iglesia del occidente asturiano está construida en la primera mitad del siglo XVIII. La estructura está rodeada de dos pórticos, uno en el lado sur, abierto y sostenido por columnas, y otro cerrado en el frente que se prolonga en altura constituyendo la fachada principal. Esta, de gran originalidad, se divide horizontalmente en tres pisos y verticalmente en tres calles. La planta baja está abierta por arquerías de medio punto. En el piso primero se abre un balcón con molduras barrocas y rejerías, a ambos lados del mismo se abren dos huecos adintelados, y en el piso superior se abren dos huecos de medio punto, uno de ellos, más rasgado, aloja una campana y en el centro se coloca un reloj. La fachada se remata con dos torrecillas de cúpula y chapitel y una espadaña de un solo hueco en forma de frontón. Todo el cuerpo de la fachada es de mampostería revocada, resaltando la sillería de las esquinas, vanos, contrafuertes y cornisa.;43.562551,-6.641527;/documents/39908/46032/IglesiaSantaMarina1.jpg/bb6927d7-0587-9874-1e9a-bfe88bd50c8c?t=1674174730632;Iglesia de Santa Marina;;;
Santuario de la Virgen de Miravalles;Aller;Centro de Asturias;;33680;Soto;;;985 494 102;;;;Barroco (siglo XVII);;;;;;;;;;;;Parada de peregrinos y lugar de devoción para los alleranos;Según la historia, en su camino hacia Santiago los peregrinos se detenían en esta magnífica campa arbolada sobre la que después se construyó la actual capilla. Los papas Clemente XIII y Pío VI destacaron la importancia del Santuario concediendo bulas pontificias. En Soto de Aller, cerca del cementerio del pueblo, se alza esta bonita capilla barroca del siglo XVIII diseñada por Francisco de la Riba. Es un edificio de nave única, que posee un retablo del escultor asturiano José de la Meana. Allí se venera la imagen gótica en piedra (siglos XIV-XV) de la Patrona de Aller. La imagen policromada de la virgen es de estética medieval y en ella destacan los pliegues, de bastante plasticidad y los rasgos humanizados en su rostro, en el que predomina un sentimentalismo maternal. Es este un lugar de devoción religiosa y civil donde todos los años el 8 de septiembre se celebra la fiesta de la Virgen de Miravalles. Además fue un lugar histórico, escenario del levantamiento de los alleranos contra las tropas francesas durante la Guerra de la Independencia en 1808.;43.159832,-5.641257;/documents/39908/45975/2022-SantuarioMiravalles2.jpg/79b425b4-9bcf-9b58-66a6-96f805433ac5?t=1674174698748,/documents/39908/45975/2022-SantuarioMiravalles1.jpg/a9a8c3ea-a280-d2cb-6dcc-97415aeb0e0a?t=1674174698035;Santuario de la Virgen de Miravalles,Santuario de la Virgen de Miravalles;,;;
Iglesia de Santiago Apóstol (Castropol);Castropol;Occidente de Asturias;C/ Mirandilla, 5;33760;Castropol;;;;;;;Barroco;;;;;;;;;;;;El templo fue punto de referencia de la ruta Jacobea en Asturias.;Castropol fue uno de los últimos jalones de la ruta de peregrinación jacobea en Asturias, hasta el punto de que a una de las puertas laterales de este templo se le denomina la ''puerta francesa''. Es de tres naves, la central más ancha y alta, separadas por columnas y cubiertas por bóvedas estrelladas. A los pies se sitúa la torre (añadida en el siglo XIX), muy elevada (domina toda la villa) y cuadrangular, con chapitel de pizarra rematado en aguja. El piso inferior forma un pórtico abierto que alberga la portada. El templo conserva un buen conjunto de retablos barrocos: en la nave izquierda, a los pies, uno de la primera mitad del siglo XVIII, con cuerpo dividido en tres calles separadas por columnas salomónicas, y el de la capilla de la Marquesa, de mediados del siglo XVIII, dorado y policromado, encargo de los marqueses de Santa Cruz, que está dedicado a la Asunción de la Virgen. La capilla de los Montenegro, del siglo XVII, acoge el panteón familiar, con sus blasones nobiliarios.;43.527697,-7.030017;/documents/39908/46035/SantiagoCastropol1.jpg/afd033de-c130-0f16-342e-832ad163d23d?t=1674174731202;Iglesia de Santiago Apóstol (Castropol);;;
Iglesia de Santa María de Soto de Luiña;Cudillero;Occidente de Asturias;;33156;Soto de Luiña;Abierto en horas de culto.;Entrada gratuita.;985 596 157;;https://www.cudillero.es;;Barroco;Declarada Monumento Histórico Artístico;;;;;;;;;;;Santa María de Soto de Luiña es uno de los más notables conjuntos barrocos eclesiásticos de Asturias;La iglesia de Santa María, en la localidad de Soto de Luiña, es considerada una de las obras más destacables del barroco rural asturiano. Fue comenzada por la torre en 1712 y terminada por la cabecera de la nave central en 1752, habiendo ejercido como maestro de obras Pedro García de Avilés. Destaca por la originalidad de su diseño, presentando a los pies del templo una torre sustentada por robustas y armoniosas columnas, estando cubierta por cuatro aguas de sillares bien elaborados que sustentan una curiosa estatua conocida como "El gigante". A lo alto y ancho de sus tres fachadas vistas, la torre cuenta con diversas hornacinas que albergan estatuas, algunas de ellas elaboradas en madera y otras en piedra. El resto de los volúmenes que componen el edificio: pórtico, naves, sacristía, capillas, etc. conforman un conjunto armonioso que parece diseñado para agradar al que lo contempla. En el interior, son muy destacables las bóvedas estrelladas con rico ornamento, así como diversas pilas bautismales de gran interés histórico. En la nave central presenta un interesante y airoso ambón de piedra sobre columna helicoidal, adosado a uno de los arcos torales de la nave. Mención aparte, sin ninguna duda, merecen los retablos de este templo. Todos ellos destacan por su cuidada elaboración, que en el caso del central, forma un destacable ejemplo de retablo exedra de "Cascarón" contando con tallas y elementos artísticos bien elaborados que podrían atribuirse al taller de José Bernardo de la Meana. A los pies de la nave sur, se encuentra el retablo de Santa Inés, estructurado sobre un precioso árbol de la vida con escenas de la vida de Jesús. Este retablo fue construido por la familia dominante de la época, hecho que motivó un curioso pleito con los vecinos. En la nave norte, la iglesia cuenta con uno de los pocos ejemplos en Asturias de Retablo rosario, el cual, junto a otros elementos presentes en este singular edificio da testimonio de la fuerte presencia dominica en el entorno rural asturiano de la época. A lo largo y ancho de la nave, encontramos otros retablos menores pero no menos interesantes como el dedicado a Santa Rosa de Lima. Esta iglesia es perfecto ejemplo del esfuerzo popular como logro común, lo cual es interpretado por algunos estudiosos como un símbolo de la liberación de los señoríos por parte del pueblo. En ese sentido, el libro mayor refleja como los campesinos aportaron mano de obra y materiales para costear la construcción. La iglesia prerrománica de San Salvador de Priesca (Villaviciosa) junto con la iglesia y casa rectoral de Santa María de Soto de Luiña (Cudillero), ambos en el Camino Costero, y la Catedral de El Salvador en Oviedo/Uviéu y el Monasterio de San Salvador de Cornellana (Salas), ambos en el Camino Primitivo, han sido reconocidos como Patrimonio Mundial de la Unesco.;43.561835, -6.230496;/documents/39908/46071/Santa_Maria_de_Luina_5.jpg/d2899598-c498-19e5-cfce-70b2da626875?t=1674174750313,/documents/39908/46071/Santa_Maria_de_Luina_6.jpg/9d9bc67a-7d83-9614-84e5-883d843e8b43?t=1674174750924,/documents/39908/46071/IglesiaPlaza.jpg/14942c2e-cbfa-1654-2f17-086b710d4d9c?t=1674174755802,/documents/39908/46071/IglesiaAsilo.jpg/31acd92b-be92-8748-04b1-1602ab523264?t=1674174754382;Iglesia de Santa María de Luiña,Iglesia de Santa María de Luiña,Iglesia de Santa María de Luiña,Interior de la Iglesia de Santa María de Luiña;,,,;;
Catedral de El Salvador;Oviedo;Centro de Asturias;Pza. de Alfonso II, El Casto;33003;Oviedo/Uviéu;Consultar;Consultar ;985 219 642;catedral@catedraldeoviedo.com,grupos@catedraldeoviedo.com;https://catedraldeoviedo.com/;;Gótico;;/documents/39908/45915/Catedral+de+El+Salvador.pdf/e33a0030-1892-9812-e254-2081c23a0acd?t=1674174649572;Ficha de accesibilidad;;;;;;;;;La Catedral de El Salvador en Oviedo/Uviéu es, sin lugar a duda, un emblema cultural, artístico y religioso de la capital del Principado de Asturias. Su presencia majestuosa en el corazón de la ciudad lo convierte en un punto focal para residentes y visitantes por igual.;Doce siglos de historia, atesora la Catedral de El Salvador, principalmente por la cantidad y calidad de las reliquias que conserva. Nacida del espíritu que animó el primer reino cristiano de la Península Ibérica, resistente y resiliente frente a la invasión musulmana, la Catedral ha sido siempre y lo sigue siendo un enclave estratégico. Tiene sus orígenes en la basílica mandada construir por el rey Alfonso II el Casto, bajo la advocación de El Salvador. Fue edificada sobre las ruinas de una iglesia anterior levantada por su padre Fruela I.   Durante el siglo XIV comienza la construcción de la Catedral Gótica, demoliéndose la anterior basílica Románica y Prerrománica, dicha construcción finaliza a mediados del siglo XVI, con el remate de la torre, es decir casi tres siglos dura la construcción del templo. Además, fue necesario trabajar durante otros cien años en la construcción de las capillas y panteones que hoy vemos adosados a las naves laterales. Por consiguiente, el proceso completo de construcción de la catedral abarca aproximadamente cuatro siglos, destacando el intenso trabajo durante el siglo XV, época en la que prevalece el estilo gótico florido o flamígero, al que pertenece nuestra catedral. El edificio se compone de tres naves, siendo la central la mayor, y las laterales con capillas, precedidas por un pórtico. El crucero sobresaliente confiere a la planta una forma de cruz latina, rematada por una cabecera donde se inserta la girola. Durante la Etapa Románica, Alfonso III el Magno enriqueció considerablemente el tesoro catedralicio al donar la Cruz de la Victoria, aunque no llevó a cabo ampliaciones de la basílica de El Salvador. Con el traslado de la corte a León en el siglo X, los monarcas sucesivos, continuaron enriqueciendo la basílica con sus donaciones, lo que le valió un gran prestigio durante la Edad Media y, convirtiéndola en un destino imprescindible para peregrinos y devotos. A esta época pertenecen el apostolado de la Cámara Santa y la Torre Vieja. En la Etapa Gótica, el Claustro Gótico, sustituyo al románico anterior, destacando el él sus ménsulas y capiteles con una rica y variada iconografía que abarca tanto temas profanos como religiosos, así como leyendas medievales y motivos específicamente asturianos, como la lucha de Favila con el oso. En el muro sur del Claustro se encuentra la Puerta de la Limosna, con figuras esculpidas de Santiago, San Pedro, San Pablo y San Andrés en las jambas, la figura de El Salvador en el tímpano, y la Virgen de la Leche en el pilar central. Junto a esta puerta se sitúa la llamada Capilla de la Hidria, donde, según la tradición, se guarda una hidria de las Bodas de Caná, uno de los milagrosos vestigios más visitados por los peregrinos. El Pórtico está formado por tres arcos, de diferente tamaño, que tiene su correspondencia en las naves del templo, posteriores, aunque del mismo siglo, son las puertas, en ellas aparecen labrados los relieves de El Salvador y de Santa Eulalia. La Torre Gótica (visitable) está coronada por la aguja con una altura de sesenta metros. El estilo del Retablo Mayor, situado en el ábside de la catedral, oscila entre el gótico flamígero y el Renacimiento. Obra monumental de madera policromada, se divide en cinco calles. En la calle central se representan las escenas principales: la Crucifixión, la Asunción y Coronación de la Virgen y El Salvador. Se considera uno de los mejores retablos góticos españoles junto a los de Sevilla y Toledo. Ya en la Etapa Barroca, se añade la girola o deambulatorio, hacia la mitad del XVII. Tiene forma heptagonal, con pequeñas capillas que nos ofrecen un grupo de retablos barrocos de acusada influencia italiana. La Sacristía Nueva se añadió en 1733. En la Catedral nos encontramos con seis capillas, cada una con su propia historia y significado, que enriquecen la experiencia del visitante y revelan la diversidad de estilos y épocas que conforman este monumento... Capilla de Santa Eulalia, Santa Eulalia fue una niña emeritense que vivió su fe cristiana durante las persecuciones del emperador Diocleciano a principios del siglo IV, recibiendo martirio por negarse a adorar a los dioses romanos. El conjunto de la capilla se terminó en 1702. La Capilla de Santa Bárbara, llamada en su momento “de San Miguel” o “Nueva Cámara Santa”, se construyó entre los años 1660 y 1663. El obispo Bernardo Caballero de Paredes, está enterrado a la entrada de esta capilla, para que todos aquellos que entrasen pisasen su tumba, tal y como él había dejado por escrito en su testamento. Capilla de los Vigiles, en 1615 el cabildo catedralicio cedió al gijonés Juan Vigil de Quiñones, obispo de Valladolid y Segovia, la capilla situada en el costado norte de la Catedral para que edificase una capilla funeraria para él y su familia. La capilla se terminó en 1640 después de varios pleitos entre el cabildo y la familia del obispo. El modelo para esta capilla de carácter funerario fue el Panteón de Roma. La Capilla de Cristo de Velarde, llamada así por ser los Velarde la familia propietaria, de la misma, desde mediados del siglo XVII. Esta capilla, tuvo que ceder parte de su espacio a la escalera barroca construida para dotar de acceso a la Cámara Santa, y alberga una magnífica escultura de Cristo crucificado, conocido como Cristo de Velarde, considerada por muchos, como la mejor escultura de la Catedral. Capilla de Covadonga o de San Ildefonso, se construyó entre 1379 y 1382, albergó numerosas tumbas. Contaba con tres altares, al construirse la girola en 1621, hubo que derribarla, y en el solar que ésta ocupaba se levantó una nueva capilla, dedicada actualmente a la Virgen de Covadonga. El retablo actual cobija una imagen de la Santina, y a los pies de la Virgen, en un arca, reposan los restos de San Melchor de Quirós, primer santo asturiano martirizado en Vietnam, por tanto, la capilla también está dedicada a él.  Capilla de Santa María del Rey Casto, a la que accedemos a través de una hermosa portada gótica, del siglo XV. Se estructura en tres naves, siendo muy estrechas las laterales. En el crucero, un gran cimborrio reposa sobre pechinas decoradas con las efigies de monarcas asturianos. En esta capilla se entremezclan elementos góticos, clásicos y barrocos. En el retablo del presbiterio, destaca la Asunción de la Virgen, al fondo de la capilla se encuentra el Panteón de los Reyes.  En la actualidad la Catedral de El Salvador vive una edad dorada, con el fuerte impulso experimentado en los últimos tiempos por el Camino Primitivo, que mantiene un flujo constante de peregrinos y turistas durante todo el año. En definitiva, la Catedral de Oviedo, que ha sido fuente de inspiración para artistas, escritores, peregrinos, te cuenta historias fascinantes en cada rincón y en cada piedra. Historias de reyes, de obispos, de reliquias y tesoros, de milagros, de patriotas, de revolucionarios y hasta de ladrones. Historias que han ido construyendo y modelando la vida de Europa occidental en los últimos doce siglos… Y precisamente por su importancia espiritual, histórica, social y artística, se hace imprescindible una visita guiada a la Catedral.  La iglesia prerrománica de San Salvador de Priesca (Villaviciosa) junto con la iglesia y casa rectoral de Santa María de Soto de Luiña (Cudillero), ambos en el Camino Costero, y la Catedral de El Salvador en Oviedo/Uviéu y el Monasterio de San Salvador de Cornellana (Salas), ambos en el Camino Primitivo, han sido reconocidos como Patrimonio Mundial de la Unesco.;43.362439,-5.843627;/documents/39908/45915/Plaza+de+La+Catedral-Oviedo.jpg/15a329d2-79a1-d0b7-652a-59895898aea3?t=1674174642292,/documents/39908/45915/Catedral+de+San+Salvador+de+Oviedo_2.jpg/7c04c538-702c-a8be-f86b-37c547572a5b?t=1674174640462,/documents/39908/45915/CatedralSanSalvadorOviedo_claustrogotico.jpg/f095908d-38b4-1b57-e14f-d6beb3383e49?t=1674174641429,/documents/39908/45915/Catedral_San+Salvador+de+Oviedo-buena.jpg/63450c93-751a-b277-4cff-75283c43cfdf?t=1674174644916;Plaza de La Catedral de Oviedo,Interior de La Catedral de Oviedo,Claustro Gótico de La Catedral de Oviedo,San Salvador en La Catedral de Oviedo;,,,;765;
Monasterio Santa María la Real de Obona;Tineo;Occidente de Asturias;;33874;Oubona;Visita libre;Gratuito;;;;;Románico;;;;;;;;;;;;Los monjes utilizaban técnicas innovadoras en la explotación agrícola y ganadera.;El monasterio de Obona tiene unos orígenes confusos ya que se duda de la veracidad de su documento fundacional, que atribuye su establecimiento a Adelgaster, hijo del rey Silo, en el año 871. Otros documentos certifican su existencia en el siglo X y en el XII era un importante centro benedictino masculino. Alfonso IX, tras visitar el monasterio, le otorgó el privilegio de paso obligatorio de los peregrinos hacia Santiago, lo que aumentó su control económico y cultural sobre la zona. En su época de máximo esplendor los monjes de Obona aplicaban técnicas innovadoras en la explotación agrícola y ganadera, e impartían clases de filosofía y teología. En el siglo XII, el monasterio de Obona era un importante centro benedictino, compuesto por el templo, el claustro, las dependencias conventuales y la hospedería. Actualmente se encuentra muy alterado, siendo la iglesia la construcción más antigua. La iglesia es un templo románico del siglo XII que se conserva con escasas modificaciones. Presenta una morfología que aúna la arquitectura benedictina con la estética cisterciense, basada en la carencia de decoración y en la austeridad mural. La planta basilical se divide en tres naves de cinco tramos, rematándose en una cabecera triple, precedida por un tramo recto, donde la capilla mayor es mucho más grande que las laterales. La cubierta del cuerpo de la nave es de madera, mientras que los ábsides se rematan con bóvedas de cañón y de cuarto de esfera. La portada situada a los pies del templo, bajo el tejaroz, está ligeramente adelantada y se compone de cuatro roscas de arco que apoyan sobre ocho columnas de fuste corto, coronadas por capiteles. Sobre el tejaroz un cuerpo rectangular acoge la espadaña con dos campanas. La portada lateral es muy simple y sin ornamentación. La cabecera al exterior es poligonal, mientras que en el interior es semiesférica. En el siglo XVII se inician las reformas del monasterio. El claustro quedó incompleto. Se divide en dos pisos de diferente concepción: el inferior de arcos de medio punto con perfiles moldurados y el superior con vanos cuadrangulares, separados por alargadas pilastras que arrancan del piso bajo. En el claustro primitivo estuvieron enterrados los fundadores del monasterio, pero en el siglo XVI sus restos fueron trasladados al interior del templo.;43.339947,-6.479703;/documents/39908/45966/Monasterio-Obona1.jpg/56e6d71a-d3d0-e4c3-c920-8581c9b6a705?t=1674174686202,/documents/39908/45966/Monasterio-Obona2.jpg/f67a9d02-c7ec-d00d-e957-a74217c5c3af?t=1674174686779,/documents/39908/45966/Monasterio-Obona3.jpg/b8928c4e-e321-4552-a6ef-0fffb4fab343?t=1674174687336,/documents/39908/45966/Monasterio-Obona4.jpg/59aacac7-82ac-fee2-62d6-386cb96361c0?t=1674174687928;Santa María la Real de Obona,Santa María la Real de Obona,Santa María la Real de Obona,Santa María la Real de Obona;,,,;;Llaves en la casa próxima a la iglesia.
Colegiata de San Salvador (Grandas de Salime);Grandas de Salime;Occidente de Asturias;Av. de la Costa, 10;33730;Grandas de Salime;;;;;;;Románico;;;;;;;;;;;;Durante siglos se le fueron haciendo añadidos a la iglesia.;La iglesia primitiva debió ser de pequeñas dimensiones y se remonta al siglo XII, posteriormente, durante los siglos XVII, XVIII y XIX se le fue añadiendo la torre, el pórtico, las capillas del crucero, las dos sacristías y la nave entre la entrada y el primer arco. La portada románica se conservó y en la actualidad está empotrada en un muro de la nueva iglesia. Tiene cuatro arquivoltas semicirculares constituidas por boceles y medias cañas con guardapolvos. Las arquivoltas exteriores apoyan en tres columnas por lado, con capiteles ricamente esculpidos que alternan la decoración vegetal con figuras humanas y animales, mientras que la interior se asienta directamente sobre la jamba, donde se tallan dos figuras. La iglesia actual es de cruz latina, una sola nave, crucero con cúpula sobre pechinas, cabecera cuadrada y torre también cuadriforme a los pies. Lo más notable de la iglesia, junto con la portada, es el retablo mayor, del siglo XVIII.;43.21784,-6.876198;/documents/39908/45924/Colegiata-%282%29.jpg/24cbb66d-601a-fdeb-54b2-5c6dff2bdd38?t=1674174654606,/documents/39908/45924/Colegiata-%284%29.jpg/fe243150-ef66-b9d9-4c8b-b0e74469d3b0?t=1674174656740,/documents/39908/45924/Colegiata-%283%29.jpg/30814dbd-b18a-6f1a-20a7-e0dbe54ec95e?t=1674174655604,/documents/39908/45924/SanSalvadorGrandas1.jpg/eae67f81-248f-51e0-5b75-577794e07a90?t=1674174653976;Colegiata de San Salvador,Colegiata de San Salvador,Colegiata de San Salvador,Colegiata de San Salvador;,,,;;
Iglesia Parroquial de Santa María (El Pieloro/Piedeloro);Carreño;Centro de Asturias;;33439;L' Alto la Ilesia;;;;;;;Románico (siglo XIII);;;;;;;;;;;;Parte de la iglesia fue destruida durante la Guerra Civil.;El templo es uno de los escasos ejemplos del románico asturiano con tres portadas, aunque la norte hoy está tapiada, la sur presenta una arquería algo apuntada de doble arquivolta que apoya sobre impostas con decoración geométrica, columnas y capiteles. La portada occidental se sitúa sobre un cuerpo saliente del edificio. Presenta abocinamiento y tiene tres arquivoltas decoradas que apoyan sobre columnas con capiteles decorados. Uno de los de la jamba izquierda tiene figuración humana. Durante los siglos XVII-XVIII sufrió una fuerte remodelación edificándose la actual cabecera cuadrada, el pórtico, que rodea las fachadas occidental y meridional, y la sacristía adosada al lado sur. El interior está muy remodelado, por haber sido destruido durante la Guerra Civil. La primitiva cubierta de madera de la nave ha sido sustituida por bóveda de cañón con lunetos y arcos fajones. La zona de la cabecera se cubre con bóveda de nervada decorada con ménsulas. La zona del ábside se separa de la nave por un arco de triunfo de medio punto que apoya sobre dos pares de columnas con capiteles decorados. La Iglesia de Santa María fue restaurada en 1986 y 1991 por la Consejería de Educación, Cultura y Deportes.;43.572649,-5.803424;/documents/39908/46050/SantaMariaPiedeloro1.jpg/81db4ed5-2ea8-f21b-b11d-77fd41f2d71b?t=1674174735435,/documents/39908/46050/SantaMariaPiedeloro2.jpg/7485a947-c22d-f079-1b4e-66c8d88670c7?t=1674174736003;Santa Maria Piedeloro,Santa Maria Piedeloro;,;;
Ermita de Nuestra Señora del Carbayu;Langreo;Centro de Asturias;;33900;El Carbayu;La llave está depositada en el Bar de Miranda, próximo a la iglesia. Tfno: 985 560 816;;985 696 595;;;;Siglo XVIII;;;;;;;;;;;;La iglesia se ubica sobre una suave meseta.;Este Santuario barroco dedicado a Nuestra señora del Carbayu, obra del siglo XVIII, sufrió en diferentes épocas sucesivas remodelaciones y bien pudo haber tenido un origen románico. Consta de una sola nave rectangular, compuesta por tres cuerpos de diferentes épocas resultado de añadidos sucesivos. Tiene un pórtico abierto en los laterales norte y sur que se apoya sobre columnas toscanas de piedra arenisca. Interiormente la nave se cubre con falso techo, mientras que el primer tramo de la cabecera lo hace con bóveda de arista nervada, el segundo con bóveda de cañón con lunetos y la sacristía con cúpula de media esfera decorada con pinturas. La fachada está ejecutada en buen sillar de arenisca, la portada es adintelada con molduras de orejas, flanqueada por pilastras estriadas con friso purista de metopas y triglifos, se remata por un frontón partido curvo con una hornacina central que contiene la imagen de la Virgen. La espadaña tiene tres niveles: el primero a modo de zócalo, es un cuerpo ciego, el segundo tiene doble arquería para campanario y se remata con un tercero con hueco de medio punto en donde se alberga una tercera campana. Los laterales se rematan con esbeltos cuerpos piramidales.;43.281345,-5.6874;/documents/39908/45993/ErmitaCarbayu1.jpg/dd47cb11-efe0-4bfe-0f28-6e4a825bb193?t=1674174707972;Ermita de Nuestra Señora del Carbayu;;;
San Esteban (Piantón);Vegadeo;Occidente de Asturias;;33778;Piantón;;;985 634 148;;;;Barroco (Siglos XVI al XVIII);;;;;;;;;;;;Cuenta con un variado conjunto de retablos barrocos.;El antiguo monasterio de San Esteban de Piantón aparece citado entre varias donaciones hechas a la Iglesia de Oviedo/Uviéu en el año 1079, aunque no quedan vestigios de la primitiva fábrica. La iglesia actual se levantó entre los siglos XVI y XVIII, y en ella lo más antiguo parece ser la sacristía (1604). Lo más notable del templo es el variado conjunto de retablos barrocos que atesora, dos de ellos de la primera mitad del siglo XVIII: el de la Virgen de Lourdes (1624) y el de San José con el Niño (1638). Los tres retablos restantes son del siglo XVIII.;43.460894,-7.028376;/documents/39908/45930/SanEstebanPianton1.jpg/a174acd3-92f7-75fe-fe8c-13baf6ae03db?t=1674174662135;San Esteban de Piantón;;;
Iglesia de Santiago (Moral);Sariego;Oriente de Asturias;;33518;Moral;;;985 748 130;;;;Prerrománico;;;;;;;;;;;;La iglesia conserva pinturas del siglo XVI.;Aunque construida en época prerrománica, de esa estructura originaria sólo se conservan tres ventanas en la parte alta de los muros (dos en la sur y una en la oeste) que recuerdan las que iluminan la nave central de San Salvador de Valdediós. Están realizadas en un bloque monolítico en el que se tallan dos arquillos de herradura apoyados sobre una columnilla central y dos semicolumnas laterales, encima se perfora la piedra en tres óculos. Presenta planta rectangular con dos capillas laterales que configuran una especie de crucero, y una cabecera cuadrada a la que se adosan dos sacristías, un cuarto adosado al muro norte y cabildo cerrado en el lado oeste y abierto en el lado sur. La nave se cubre con armadura de madera vista, la cabecera y capilla norte, con bóveda estrellada, mientras que la sur lo hace con bóveda de crucería nervada, todas estas bóvedas conservan restos de pintura del siglo XVI, especialmente la capilla mayor. Tiene dos portadas, la sur es muy simple, de arco de medio punto con guardapolvo e impostas lisas, mientras que en la oeste el arco de medio punto está flanqueado por dos semicolumnas sobre las que se apoya un frontón triangular y pináculos.;43.406595,-5.540508;/documents/39908/45906/IglesiadeSantiagoMoral1.jpg/09b0d753-6bf8-bb8d-0324-9b4432588490?t=1674174637675;Iglesia de Santiago;;;
