Nombre;Concejo;Zona;Dirección;Código postal;Localidad;Teléfono;Email;Web;Más información;Archivo;Título;Facebook;Twitter;Youtube;Pinterest;Instagram;Rss;Canal ;Url;Título;Texto;Horario;Tarifas;Fecha de Construcción;Observaciones;Coordenadas;Slide;Título;Url;Limitación del tamaño/peso de la mascota;Se admiten P.P.P - Perros potencialmente peligrosos;Número máximo de perros por persona;Cupo máximo de perros en el interior;Acceso al interior;Acceso a terraza o zona exterior;Admiten otras mascotas además de perros;Otras mascotas permitidas;Detalle de las normas específicas
Salto y Central hidroeléctrica de Grandas de Salime;Grandas de Salime;Occidente de Asturias;;33730;Grandas de Salime;985 220 894;contactar@saltosdelnavia.es;https://www.saltosdelnavia.es/salto-de-salime;;;;;;;;;;;;Titánica obra constructiva que constituye uno de los mejores exponentes del patrimonio industrial del agua en Asturias;Los orígenes de la construcción del salto de Salime se remontan a un acuerdo entre las empresas Electra de Viesgo e Hidroeléctrica del Cantábrico, que en el año 1945 deciden proceder conjuntamente al aprovechamiento del tramo superior del río Navia, emprendiendo una obra pionera en lo referente a tecnología y diseño. Éste último corrió a cargo de un equipo de ingenieros de Hidroeléctrica del Cantábrico, que tuvieron que salvar no pocos 'escollos' constructivos, y la 'guinda' artística la puso el arquitecto asturiano Joaquín Vaquero Palacios, en colaboración con su hijo, Joaquín Vaquero Turcios. Ambos integraron magistralmente el arte en esta imponente obra industrial, y su trabajo pictórico fue pionero, convirtiendo así una Central Hidroeléctrica en una inusual 'galería de arte'. La solicitud para visitar la Central deberá realizarse como máximo 15 días laborables antes de la fecha deseada. Los días de visita son todos los jueves a las 11:00 h. siempre que no surja ningún imprevisto (avería, reparación urgente, etc.) que lo impida. No se atenderán visitas los jueves que sean festivos ni los fines de semana.  El día anterior a la celebración de la visita autorizada, el peticionario deberá ponerse en contacto con la Central Hidroeléctrica, llamando al número que aparece en la autorización provisional que previamente se le enviará, para confirmarla definitivamente. En cualquier caso, Saltos del Navia C.B. se reserva el derecho a cancelar las visitas previamente autorizadas si existe algún motivo organizativo o de seguridad que así lo exija. No se admiten grupos de más de 30 personas. No se admiten visitas de escolares menores de 10 años.  ;Jueves laborables: 11:00 h. (Reservar y confirmar asistencia);Gratuito;;;43.237458, -6.846008;/documents/39908/61941/SaltoyCentralHidroelectricaGrandasSalime_1.jpg/bdbd91af-e707-fe68-8724-a60ba8da2c83?t=1674187677120,/documents/39908/61941/SaltoyCentralHidroelectricaGrandasSalime_2.jpg/9b73504e-3a7f-7213-e25d-f006a52c2375?t=1674187677911;Central Hidroeléctrica del Salto de Grandas de Salime,Central Hidroeléctrica del Salto de Grandas de Salime;,;;;;;;;;;
La Casa del Tiempo;Piloña;Oriente de Asturias;Jardines de la Obra Pía - C/ Covadonga;33530;L'Infiestu;984 113 012;lacasadeltiempoinfiesto@gmail.com;https://www.tierradeasturcones.com/;;;;;;;;;;;;Un recorrido por la historia de la relojería;Una completa colección con más de cien relojes y quinientas piezas de diferentes épocas y países, para conocer la evolución de los relojes a través de su historia. Todas las visitas son guiadas y didácticas.;Consultar;;;;43.347713, -5.363262;/documents/39908/46476/Lacasadeltiempo_1.jpg/567d89b9-ffb8-0932-f018-b2be29efe13e?t=1674175223735,/documents/39908/46476/Lacasadeltiempo_2.jpg/608a3000-f09a-3fdf-68ea-0d7d69e317c5?t=1674175224328,/documents/39908/46476/Lacasadeltiempo_3.jpg/7d3b8282-04bd-dd97-136b-e50e9bf565a5?t=1674175224914,/documents/39908/46476/Lacasadeltiempo_4.jpg/b0e4d643-ee31-dc51-7f19-c34bcd338df1?t=1674175225519;La Casa del Tiempo,La Casa del Tiempo,La Casa del Tiempo,La Casa del Tiempo;,,,;Sin limitación;Si;1;1;Si;Si;;;Las mascotas pueden acceder al exterior y al interior con correa.
Museo y Circuito Fernando Alonso;Llanera;Centro de Asturias;La Morgal;33428;Cayés;984 180 808;museo@fernandoalonso.com;https://www.museoycircuitofernandoalonso.com/;;/documents/39908/46467/Museo+Fernando+Alonso.pdf/52821304-98b1-1787-5471-f9b53e75b39c?t=1674175214424;Ficha de accesibilidad;https://www.facebook.com/Museo-y-Circuito-Fernando-Alonso-947335915342728/;https://twitter.com/circuitomuseoFA;;;https://www.instagram.com/circuitomuseoFA/;;;;Con una superficie expositiva de 1.200 metros cuadrados, el museo cuenta con más de 400 piezas únicas pertenecientes a la colección personal de Fernando Alonso que pone a disposición de sus conciudadanos y aficionados al automovilismo. En esta colección, se exponen artículos que han acompañado al bicampeón del mundo de Fórmula 1 a lo largo de su carrera deportiva.;Circuito Fernando Alonso: Homologado para albergar competiciones internacionales al más alto nivel y diseñado por el propio Fernando Alonso, el circuito reúne las curvas favoritas del bicampeón del mundo de Fórmula 1, las eses de Suzuka, la chicane de Parma, la última curva de Valencia y la primera del Jarama, convirtiéndolo así en uno de los mejores circuitos de karts de Europa. Eventos en el museo y circuito Fernando Alonso: Las instalaciones del Museo y Circuito Fernando Alonso, cuentan con un salón de actos totalmente equipado, con capacidad para 190 personas  Como actividades de ocio complementarias, el Circuito ofrece la posibilidad de rodar en kart para grupos (10 personas mínimo mayores de edad bajo reserva). El karting es un deporte divertido y emocionante que no requiere experiencia previa y que puede ser el broche final lúdico para presentaciones, formaciones o incentivos ya que potencia la motivación, el afán de superación y el espíritu de equipo. El Museo es totalmente accesible. El cierre de taquillas será una hora antes del cierre del Museo (18:00 h). El desalojo de las salas tendrá lugar 15 minutos antes del cierre del Museo (18:45h).;Consultar;Consultar;;;43.428374, -5.831606;/documents/39908/46467/museo_fernando_alonso_1.jpg/da03f8b0-7bd8-45c8-320b-07e55d00d5d7?t=1674175212610,/documents/39908/46467/museo_fernando_alonso_2.jpg/29376d84-1c20-28ec-d676-bc37b4b8a1aa?t=1674175213201,/documents/39908/46467/museo_fernando_alonso_4.jpg/57bf8b5a-7c32-7815-8fad-e76944cf8f18?t=1674175212036,/documents/39908/46467/museo_fernando_alonso_3.jpg/b690d5af-0ca3-ed1a-028c-d45a6a4b7fa2?t=1674175213780;Museo Fernando Alonso,Museo Fernando Alonso,Circuito Fernando Alonso,Circuito Fernando Alonso;,,,;;;;;;;;;
Castro de San Isidro;San Martín de Oscos y Pesoz;Occidente de Asturias;;33735 / 33776;Bousoño (San Martín de Oscos) / Brañaveya (Pesoz);;;;;/documents/39908/46143/Inventario+Arqueol%C3%B3gico+Grandas+de+Salime+y+Oscos.pdf/82b37a39-42dc-0517-1dae-e3e422fd8351?t=1674174824500,/documents/39908/46143/Poblados+y+recintos+fortificados+en+Oscos.pdf/ad489da6-1a92-bdd8-45a5-27b4509caa6a?t=1674174825177;Inventario Arqueológico de Los Oscos,Poblados y recintos fortificados en Los Oscos;;;;;;;;;Castro de planta circular, único en Asturias por su sistema defensivo compuesto por varios fosos y piedras hincadas, llamadas 'caballos de frisia' utilizadas para dificultar el paso del enemigo;El castro de San Isidro se localiza sobre la línea de cumbres que señala la divisoria administrativa entre los municipios de Pesoz y San Martín de Oscos, a unos 600 m de altitud. No es ésta la única singularidad que ofrece pues posee un tipo de fortificación excepcional en nuestra región: las piedras hincadas, también denominadas Caballos de Frisia. A ellas hacen referencia algunas obras de finales del siglo XVIII en las que se menciona la existencia de "un antiguo fuerte defendido por piedras puntiagudas". Sin embargo, a pesar de su temprano conocimiento, el castro tan sólo fue excavado en años recientes y sobre áreas muy limitadas (1986 y 1987). Las ruinas se extienden sobre una superficie ligeramente inferior a 1 Ha, de la cual, buena parte está ocupada por las fortificaciones. El visitante podrá observar en su aproximación al cerro la sucesión de fosos que rodean el acceso al recinto. Sobre los parapetos intermedios se disponen las "piedras hincadas", sucesivas líneas de losas de pizarra verticales interpuestas, muy eficaces para dificultar el paso al enemigo. Tras ellos se alza una monumental muralla, de 3 metros de anchura, cuyo trazado permite realizar un recorrido completo al recinto. En las zonas excavadas puede observarse la profundidad original de los fosos y origen de los parapetos, el paseo de ronda interior de la muralla o alguna de las construcciones descubiertas en el interior del recinto. La fundación del castro parece estar relacionada con el establecimiento de unidades militares y el control de las minas de oro que Roma explotó durante los siglos I y II de la Era. A muy poca distancia, en el vecino pueblo de Arruñada (San Martín de Oscos) puede visitarse un magnífico conjunto minero en el que, además del monumental tajo abierto en la montaña, se conservan el depósito y canal de abastecimiento a la explotación.;Visita libre.;;Romana;CÓMO LLEGAR: carretera AS-12 (P.K. 52,700). Pista sin acondicionar (7 Km).  Opcional: acceso a pie desde los pueblos de Lixóu (Pesoz) o Bousoño (San Martín de Oscos). Permitido el acceso de mascotas.;43.303125,-6.895425;/documents/39908/46143/Castro+de+San+Isidro.jpg/bfd95e8d-d826-e957-0e98-1d3a3b632f4d?t=1674174823541,/documents/39908/46143/foto_307.jpg/b9a1b85f-85a4-faf0-787e-7fe7117fc57e?t=1674174827380,/documents/39908/46143/foto_40.jpg/8b6e3932-99eb-31c3-b938-f22beace169d?t=1674174826187,/documents/39908/46143/foto_494.jpg/d529ce3b-0e26-0ed5-2223-3601437ae7d7?t=1674174828126;Castro de San Isidro,Castro de San Isidro,Castro de San Isidro,Castro de San Isidro;,,,;;;;;;;;;
Megalitos de 'El Padrún';Aller;Oriente de Asturias;;33675;Bo;;;;;;;;;;;;;;;Sólo se conservan dos dólmenes de todo el conjunto.;Entre los concejos de Lena y Aller, en la parroquia allerana de Boo, en la vía romana de La Carisa, se encuentran los Megalitos de El Padrún, monumento funerario formado por varios dólmenes, pero del que sólo se conservan dos, aunque se pueden apreciar restos de otros. El monumento megalítico de El Padrún tiene su origen entre los siglos V y III a.c. y fue obra de poblaciones sin vivienda fija, dedicadas a la caza y al pastoreo. El dolmen era una estructura de carácter funerario, formada por una cámara en la que se enterraba el cuerpo y sobre ella se hacía un túmulo, que a su vez de rodeaba de dos grandes piedras en posición vertical y una horizontal sobre ellas. En Asturias no se ha encontrado ningún resto humano en estos enterramientos, debido, se cree, al tipo de terreno.  ;Acceso libre.;;Más de 4000 a.C.;CÓMO LLEGAR: subiendo desde el pueblo de Boo al cordal que separa Aller del concejo de Lena se encuentran los megalitos de El Padrún o Cantu les Cruces. Permitido el acceso de mascotas.;43.144948,-5.779487;/documents/39908/46170/Megalitos+del+Padrun.jpg/035747fd-9bf6-24e5-6eb1-f2fb737c83c7?t=1674174858408,/documents/39908/46170/Megalitos+del+Padrun+2.jpg/0d9ec9c2-f43b-2eed-90ce-4fafcd3fae62?t=1674174859052;Megalitos de El Padrún,Megalitos de El Padrún;,;;;;;;;;;
Museo de Covadonga;Cangas de Onís;Oriente de Asturias;Edificio de la Escolanía;33589;Cuadonga/Covadonga;985 846 096;;https://santuariodecovadonga.es/el-museo/;;;;;;;;;;;;El Museo de Covadonga, que tiene más de 100 años de antigüedad, ha acometido en los últimos años una reforma integral, y como resultado de la misma fue reinaugurado el 1 de diciembre de 2023.;Ubicado en el edificio del antiguo Hostal Favila, el museo cuenta con dos plantas. En la planta baja destacan las pinturas del maestro José Madrazo, una serie cronológica de los Reyes de España, perteneciente al Museo del Prado, y de la que están en depósito en Cuadonga/Covadonga 17 obras, que corresponden a otros los reyes de la monarquía astur-leonesa. También en la planta baja se encuentra un espacio dedicado a la historia de la construcción de la Basílica. Además, hay piezas de gran simbolismo y valor como la Corona de la Virgen o un mapa de Covadonga, datado en el siglo XVIII. Asimismo, el museo contará de forma temporal con una obra invitada, que este año pertenece a Augusto Ferrer Dalmau. Por su parte, la primera planta cuenta con una colección de ropa litúrgica, así como cálices, custodias y mantos de la Virgen. Este espacio se completa con pintura religiosa y algunas vitrinas de exvotos, tanto de particulares como de instituciones.  ;Consultar ;Consultar;;;43.308567,-5.054506;/documents/39908/46797/museo-covadonga+%282%29.jpg/97d079f0-c5a3-acdc-4bcf-b9a9f12cd308?t=1705920507137,/documents/39908/46797/museo-covadonga+%283%29.jpg/cd07d758-575e-bbc9-f58b-b7f0780f0273?t=1705920508835,/documents/39908/46797/museo-covadonga+%285%29.jpg/5d93ea93-e2a1-80df-5f91-1703b85c87a1?t=1705920511703,/documents/39908/46797/museo-covadonga+%284%29.jpg/78156eb5-ae88-f931-bdb3-5bd349d05cad?t=1705920510325;Museo de Covadonga,Museo de Covadonga,Museo de Covadonga,Museo de Covadonga;,,,;;;;;;;;;
Jardín Botánico Atlántico;Gijón;Centro de Asturias;Avda. Jardín Botánico, 2230;33394;Gijón/Xixón;985 185 130 (taquilla) / 985 185 131 (oficinas);informacion.botanico@gijon.es;;;/documents/39908/46389/Jard%C3%ADn+Bot%C3%A1nico+Atl%C3%A1ntico.pdf/a195907e-7957-a8cd-abb7-5c63f01d9f0f?t=1674175115770;Ficha de accesibilidad;;;;;;;;;Un Museo vegetal especializado en la flora y vegetación del mundo Atlántico.;Más de 30.000 plantas de 2.500 especies diferentes en un entorno de 25 hectáreas, 16 de las cuales ya están abiertas al público. Sus colecciones, organizadas  en 4 áreas temáticas, con el océano Atlántico como hilo conductor, te permiten conocer  las plantas utilizadas por el hombre en el Viejo y el Nuevo Mundo, viajar entre dunas, marismas, bosques boreales, y recorrer un jardín de más de 150 años de antigüedad, así como algunos bosques naturales, maduros y bien conservados, integrados en el recinto: la Aliseda del río Peñafrancia y la Carbayera del Tragamón con sus robles centenarios. Cuenta con una casería rural tradicional asturiana, la Quintana de Rionda, formada por la Casa, la Cuadra, el Llagar, el Molino y la Panera, recuperados y habilitados como museos para completar información sobre las colecciones. Todo ello se completa con otros espacios expositivos y diferentes soportes explicativos para la interpretación de los contenidos presentes en el recorrido, que hacen de este Botánico un espacio único y singular. Ofrece un amplio programa de visitas guiadas (general y temáticas) incluidas en el precio de la entrada individual, además de una extensa oferta formativa y lúdica para todo tipo de públicos, con talleres infantiles todos los sábados, conferencias y cursos, fiestas en cada cambio de estación, eventos nocturnos, teatro y conciertos.;Consultar aquí;Consultar aquí  ;;Visitas guiadas. Itinerario combinado: Botánico-Laboral Ciudad de la Cultura-Acuario Autobús: líneas 1,2 y 18 (diario), 26 (sólo fines de semana);+43.521502, -5.615784;/documents/39908/46389/JardinBotanico1.jpg/b4e6f87b-1c53-af2d-f921-5b3643ad922e?t=1674175114005,/documents/39908/46389/JardinBotanico2.jpg/43fb738b-0fbb-6d92-8a9a-f09682dd204b?t=1674175115202,/documents/39908/46389/JardinBotanico3.jpg/1ea19b97-e553-89de-61a0-69f044403f44?t=1674175114587,/documents/39908/46389/JardinBotanico4.jpg/7bffb1b1-f82d-d6b4-bde7-b915d843d46b?t=1674175113429;Exterior de la Quintana Rionda,Tragamón y Carbonera,Laguna y Pabellón Boreal Carlos Linneo,Paseo por el Jardín Botánico Atlántico;,,,;;;;;;;;;
Casa del Agua de Sobrescobio;Sobrescobio;Centro de Asturias;Rusecu/Rioseco;33993;Rusecu/Rioseco;985 652 132 / 610 574 320;casadelagua@tragsa.es,info@rednaturaldeasturias.es;;;;;;;;;;;;;Conoce la historia de los usos del agua y su influencia en la naturaleza de Sobrescobio y el Parque Natural de Redes;Rioseco/Rusecu acoge las instalaciones de la Casa del Agua, un centro para descubrir la historia de los usos del agua y concienciar sobre su importancia como el más valioso de los recursos naturales. Alberga en su interior algunos de los contenidos del pabellón de España en la Expo de Zaragoza 2008, dedicada íntegramente al agua, además de audiovisuales e interactivos que muestran la riqueza y variedad del paisaje que enriquece el agua de los ríos de España y sobre todo del entorno del Parque Natural de Redes. Se explica también de manera amena los progresos tecnológicos conseguidos para hacer un uso más eficiente de los recursos hídricos siempre respetando el medio ambiente. En el exterior del edificio, se dedica un espacio a los ingenios que usaban el agua como fuerza motriz, entre los que hay que destacar el molino hidráulico, utilizado para obtener harina, y el mazapilas, que aprovechaba las corrientes de agua que hay en las zonas de pasto para espantar animales como jabalíes, osos y lobos, y evitar así que causasen daño a las cosechas y a la ganadería.;01/07 a 30/09: Lunes a domingo: 10:00 a 14:00 y 15:00 a 18:30 h. 13/01 a 30/06 y 01/10 a 15/12: Sábados y domingos: 10:00 a 14:00 y 15:00 a 18:30 h. 25/03 a 29/03, 01/05 a 03/05, 07/10 a 11/10, 01/11, 02/12 a 06/12 y 09/12: 10:00 a 14:00 y 15:00 a 18:30 h.;Gratuito;;;43.2192390, -5.4525800;/documents/39908/46488/casa-del-agua-rioseco+%282%29.jpg/dc426cba-4668-1c79-9aa6-66a12bd659e2?t=1674175236932,/documents/39908/46488/casa-del-agua-rioseco+%285%29.jpg/a95338f7-cd99-67b5-272a-474319c1019b?t=1674175238710,/documents/39908/46488/casa-del-agua-rioseco+%281%29.jpg/64c4cda2-498f-d3fa-5e7f-ac53b04fe139?t=1674175236328,/documents/39908/46488/casa-del-agua-rioseco+%284%29.jpg/ceb8859c-8d9e-b14e-b347-40894aee14d6?t=1674175238082;Esterior de Casa del Agua de Sobrescobio,Exterior de Casa del Agua de Sobrescobio,Exterior de Casa del Agua de Sobrescobio,Exterior de Casa del Agua de Sobrescobio;,,,;;;;;;;;;
Aula Didáctica del Oro;Belmonte de Miranda;Occidente de Asturias;Avda. del Parque;33830;Belmonte;985 762 311 / 690 875 551;info@belmontedemiranda.com;https://www.turismobelmontedemiranda.es/aula-del-oro-de-belmonte;;/documents/39908/46302/CENTRO+-+OCCIDENTAL%2C+BELMONTE-+AULA+DIDACTICA+DEL+ORO+DE+BELMONTE.pdf/997816ec-d57a-3847-f28f-3d09f560cdcc?t=1674175018215;Ficha de accesibilidad;;;;;;;;;Un espacio para descubrir una actividad relacionada con uno de los metales nobles más arraigados en Asturias: el oro.;Ubicada en el edificio de la antigua cárcel, da testimonio de la tradicional vinculación de Belmonte de Miranda con el oro. El aula didáctica parte de la época prehistórica para hacer un recorrido por los sucesos que marcaron el desarrollo de las distintas explotaciones mineras de metales, y lo que supusieron para la población de entonces. El oro, con sus significados económicos y simbólicos, sus formas de transformación y más concretamente, la evolución de sus técnicas de extracción forma parte inseparable de la historia de Belmonte de Miranda. El Aula del Oro pretende sintetizar esta impronta en el paisaje y en la memoria, desde sus orígenes hasta la actualidad.  ;Cerrada temporalmente;;;;43.282892,-6.218049;/documents/39908/46302/Aula-del-Oro--Belmonte-de-Miranda.jpg/f7c71172-78df-8926-c294-6bbe7b156b69?t=1674175015493,/documents/39908/46302/Aula-del-Oro2.jpg/8abbaae9-489b-0419-0c99-db067b8d0a6f?t=1674175016090,/documents/39908/46302/Aula-del-Oro3.jpg/259447c1-71e0-9822-3fea-1d7a5fd58ff0?t=1674175016715,/documents/39908/46302/Aula-del-Oro4.jpg/7fa9a55c-4f00-cb09-b12b-181bbcd9b218?t=1674175017528;Exterior del Aula del Oro en Belmonte de Miranda,Exterior del Aula del Oro en Belmonte de Miranda,Exterior del Aula del Oro en Belmonte de Miranda,Exterior del Aula del Oro en Belmonte de Miranda;,,,;Sin limitación;Si;3;3;Si;Si;Si;Gatos, urones y similar;Perros siempre atados. 
Centro de Interpretación de la Sierra del Sueve;Colunga;Oriente de Asturias;Antiguas Escuelas de Gobiendes;33342;Gobiendes;655 809 773;info@sierradelsueve.es;https://sierradelsueve.es;;/documents/39908/46365/Centro+de+Interpretaci%C3%B3n+de+la+Sierra+del+Sueve.pdf/b7155f8e-5eb4-00b4-a9e5-ef870824e3d5?t=1674175079733;Ficha de accesibilidad;;;;;;;;;Una interpretación auténtica del reino de la niebla.;El Centro se compone de tres salas, jardín y mirador sobre el Sueve, así como una pequeña tienda. El hilo conductor es la exposición permanente "El reino de la niebla". En ella el visitante encontrará las claves para comprender la singularidad del paisaje del Sueve. La niebla le acompañará en su recorrido por las diferentes áreas expositivas, en las que los contenidos divulgativos se apoyan en espectaculares fotografías e ilustraciones. Elementos interactivos, animaciones multimedia y audiovisuales le acercarán de un modo activo aspectos de especial interés del patrimonio natural y cultural del Sueve.  Un hermoso jardín con plantas autóctonas recrea el paisaje de los puertos, formando parte del recorrido expositivo. Acceso practicable y movilidad interior accesible.;Consultar aquí   ;;;;43.468818,-5.234156;/documents/39908/46365/CentroInterpretacionSueve3.jpg/8494df1b-03a4-f79d-8190-488e2d1145a2?t=1674175077419,/documents/39908/46365/CentroInterpretacionSueve4.jpg/5f92a017-2ecb-f751-1ed2-2016037d6931?t=1674175079150,/documents/39908/46365/CentroInterpretacionSueve1.jpg/f74756b9-b222-42d5-2664-e0c2434021f6?t=1674175076028;Centro de Interpretación de la Sierra del Sueve,Centro de Interpretación de la Sierra del Sueve,Centro de Interpretación de la Sierra del Sueve;,,;Hasta 35 Kg;Si;1;1;Si;Si;;;Recomendación de reservar y acceder a la sala cuando no haya más perros. Es posible la visita al yacimiento del Castro con perro atado y aquí no hay limitación de tamaño/peso o cupo. 
Museo de la Sidra de Asturias;Nava;Oriente de Asturias;Plaza Príncipe de Asturias;33520;Nava;985 717 422;info@museodelasidra.com;https://www.museodelasidra.com/;;;;;;;;;;;;Situado en la localidad de Nava - una de las capitales sidreras de Asturias -, es un homenaje a la cultura de la sidra;Alejado de la idea museística tradicional, este museo fue concebido como una exhibición de piezas ordenadas según criterios temáticos o tipológicos. El equipamiento asume como reto fundamental el de la participación del visitante, y de esta manera, mediante un sistema expositivo envolvente, pretende transmitir toda la información posible con respecto a la producción, consumo e historia de la sidra, teniendo en cuenta todos los aspectos que rodean a esta bebida tradicional como su entorno social y cultural. Temas como el chigre, la tonada, la música, los instrumentos musicales como la gaita, etc. tienen parte relevante en este equipamiento que pasa por ser único en lo relativo a contenidos en el ámbito del Arco Atlántico.;Consultar;Consultar;1996;;43.357231,-5.504894;/documents/39908/46806/MuseoSidra1.jpg/7530a6e2-2f72-e7cc-4643-f8dde29153d1?t=1674175386097,/documents/39908/46806/MuseoSidra2.jpg/eb74edaf-f8de-cc74-c992-d40199f55622?t=1674175386676,/documents/39908/46806/MuseoSidra3.jpg/81cbfb66-4d3f-7e76-976d-ab5d8199c91f?t=1674175387280,/documents/39908/46806/MuseoSidra4.jpg/dbbc600f-acc9-032f-a0dc-fbcf71cc3d93?t=1674175387878;Museo de la Sidra,Museo de la Sidra,Museo de la Sidra,Museo de la Sidra;,,,https://www.youtube.com/watch?v=_i_idIh5MBE;;;;;;;;;
Museo Etnográfico de Esquíos;Taramundi;Occidente de Asturias;;33775;Os Esquíos;669 876 899;;;;;;;;;;;;;;Completa colección de utensilios en vías de extinción;En el interior de la casa, ubicada en esta aldea del concejo de Taramundi habitada durante siglos por familias de ferreiros, se muestra una recopilación de gran interés cultural de utensilios y herramientas de un caserío de la comarca. Resulta muy interesante por sus colecciones de objetos antiguos en vías de extinción y por su gran diversidad de piezas (más de un millar), entre ellas, el famoso guincho de subir las cosechas en uso desde la década de los 40 y el cabazo del siglo XIX, único por su corredor tallado. Un paseo por la exposición, de 300 metros cuadrados, acompañados por un guía es suficiente para conocer las herramientas construidas y utilizadas por nuestros antepasados, (la mayoría hechas en el municipio de Taramundi) e imprescindibles para la subsistencia en una zona rural (herramientas de carpintería, cestería, madreñero, herrería, etc.). EXPOSICIONES TEMPORALES Acompaña a esta muestra-exposición un interesante taller de forja donde aún siguen elaborando las famosas navajas de M. Lombardía.;Consultar;Consultar;;;43.345409,-7.091249;/documents/39908/46830/2022-MuseoEsquios2.jpg/527b79b7-5a9b-710f-0e16-cd816e33cb93?t=1674175429081,/documents/39908/46830/2022-MuseoEsquios3.jpg/af88ba91-558e-03e3-8b1e-d75053e85c35?t=1674175429632,/documents/39908/46830/2022-MuseoEsquios2.jpg/527b79b7-5a9b-710f-0e16-cd816e33cb93?t=1674175429081,/documents/39908/46830/2022-MuseoEsquios1.jpg/9b9f3103-70a3-4b09-ef29-d759b75fbac1?t=1674175428532;Museo Etnográfico de Esquíos,Museo Etnográfico de Esquíos,Museo Etnográfico de Esquíos,Museo Etnográfico de Esquíos;,,,;;;;;;;;;
Fundación Archivo de Indianos - Museo de la Emigración;Ribadedeva;Oriente de Asturias;Quinta Guadalupe;33590;Colombres;985 412 005;info@archivodeindianos.es;https://www.archivodeindianos.es/;;;;;;;;;;;;Ubicado en el pintoresco e indiano pueblo de Colombres, recoge la más completa historia de la emigración asturiana;Este palacete, claro exponente de la arquitectura indiana de la cornisa cantábrica, se dedicó a diferentes fines sociales, hasta que en 1987 fue destinado a sede de la Fundación Archivo de Indianos, cuyo objetivo es el de formar un archivo y museo, centrado en el fenómeno de la emigración en América. En la Quinta Guadalupe, que es su nombre, se han reconstruido algunas dependencias con mobiliario de la época, que ofrecen al visitante un reflejo de la "Casa Indiana". El resto del edificio está ocupado por una exposición sobre los distintos aspectos de la emigración: la salida de los emigrantes y los puertos de destino, los grandes centros sociales de la emigración española, etc. No es necesario cita previa. Las entradas se sacan al llegar al Museo. La visita al Museo se realiza de forma libre. La duración de la visita está calculada en 1 hora y media. Es recomendable realizar la visita con al menos una hora de antelación al cierre.;01/09 a 30/06: Martes a domingo: 10:00 a 14:00 y 16:00 a 19:00 h. 01/07 a 31/08: Martes a domingo: 10:00 a 14:00 y 16:00 a 20:00 h. Cerrado: lunes;Adultos: 7 € Niños: 4 € Grupos + 15 pax: 5 € Grupos escolares: 3 €;;;43.373742,-4.538933;/documents/39908/46383/FundacionArchivoIndianos1.jpg/ce89fe77-785a-d0ae-d5dc-171bdea56598?t=1674175106319,/documents/39908/46383/FundacionArchivoIndianos2.jpg/fada745a-1a45-c9b5-5581-b52debd76651?t=1674175106882,/documents/39908/46383/FundacionArchivoIndianos3.jpg/3e4752c2-794c-73b5-404f-99278613ec19?t=1674175107471,/documents/39908/46383/FundacionArchivoIndianos4.jpg/ce988e4d-d127-d69e-7ee4-2c1a46e45774?t=1674175108121;Fundación Archivo de Indianos,Fundación Archivo de Indianos,Fundación Archivo de Indianos,Fundación Archivo de Indianos;,,,;;;;;;;;;
