Nombre,Localización,Latitud,Longitud,Dirección,Teléfono,Precio,Horario,Tipos_cocina,Valoración,Votos,Características,Descripción,url,url_web,url_ig
Los Caracoles Viavélez, Gijón,43.54661670,-5.66501720,"C. Rosario, 60, Gijón, Principado de Asturias, España",+34984394417, €11 - €20,"['LunesLun', 'Cerrado', 'MartesMar', 'Cerrado', 'MiércolesMié', '13:00-16:0021:00-23:30', 'JuevesJue', '13:00-16:0021:00-23:30', 'ViernesVie', '13:00-16:0021:00-23:30', 'SábadoSáb', '13:00-16:0021:00-23:30', 'DomingoDom', '13:00-16:0021:00-23:30']","['Mediterránea', 'Española', 'Pescado y marisco']",88,377,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Reserva', 'No accesible para sillas de ruedas', 'Asientos al aire libre', 'TV']","Si por un casual estás cerca de Palacio de Revillagigedo, podrías pasarte por este restaurante. La clave de Los Caracoles Viavélez está en sus cocinas mediterránea y española. Ven a por un sorprendente laing, un generoso pulpo o unos bien trabajados tacos si tienes hambre. Muchos comensales vienen para comer sus bien preparados brownies, su delicado helado de chocolate y sus singulares helados. La carta de vinos es muy extensa: hay que satisfacer las necesidades de todos los invitados. Según las opiniones de los usuarios, aquí los camareros sirven un extraordinario café cortado. Comprueba por ti mismo lo estupendo que es su personal. Un eficiente servicio es siempre un añadido importante. Sin duda vas a disfrutar de su exótica atmósfera y su festiva decoración. Este lugar ha sido galardonado con un 4,5 de acuerdo con el baremo de valoraciones de Google.",https://es.restaurantguru.com/Los-Caracoles-Viavelez-Gijon,cartarestaurantes.es,@loscaracolesviavelez
Sidreria San Jorge Gijón, Principado de Asturias,43.54170000,-5.66100000,"Calle Francisco de Paula y Jovellanos 16, Gijón, Principado de Asturias, España, 33205",+34984392265,hasta €10,"['LunesLun', '11:30-00:00', 'MartesMar', '11:30-00:00', 'MiércolesMié', '11:30-00:00', 'JuevesJue', '11:30-00:00', 'ViernesVie', '11:30-00:00', 'SábadoSáb', '11:30-00:00', 'DomingoDom', '11:30-00:00']","['Brasileña', 'Europea', 'Española']",64,23,Desconocido,"Sidreria San Jorge Gijón está muy cerca de Centro de cultura Antiguo Instituto. En este restaurante, te ofrecerán cocinas brasileña y española. Su ambiente es singular, y muchos clientes reconocen el concepto de Sidreria San Jorge Gijón. Los usuarios de Facebook que visitaron este lugar le han dado una nota de 4,5.",https://es.restaurantguru.com/Sidreria-San-Jorge-Gijon-3,sidreriasanjorge.blogspot.com,Desconocido
Telesushi, Gijón,43.53931830,-5.66704130,"C. Llanes, 4, Gijón, Principado de Asturias, España",Desconocido,Desconocido,"['LunesLun', '12:00-23:45', 'MartesMar', '12:00-23:45', 'MiércolesMié', '12:00-23:45', 'JuevesJue', '12:00-23:45', 'ViernesVie', '12:00-23:45', 'SábadoSáb', '12:00-23:45', 'DomingoDom', '12:00-23:45']","['Asiática', 'China', 'Japonesa', '', 'Asiática', 'China', 'Japonesa', 'Sushi', '']",62,11,"['Tarjetas de crédito aceptadas', 'Entrega', 'Para llevar', 'Reserva', 'No accesible para sillas de ruedas']","Desde el ventanal de este restaurante, la vista de Parroquia de San Jose es estupenda. Telesushi es famoso porque ofrece platos de las cocinas china y japonesa. Te va a gustar su sofisticado servicio. Pero este lugar no es muy querido por los usuarios de Google, quienes le han dado una valoración por debajo de la media.",https://es.restaurantguru.com/Telesushi-Gijon,Desconocido,Desconocido
Casa del Mar Bar Restaurante, Gijón,43.54290010,-5.69466690,"Av. del Príncipe de Asturias, 74, Gijón, Principado de Asturias, España",+34985313055, €24 - €48,"['LunesLun', '07:00-19:00', 'MartesMar', '07:00-19:00', 'MiércolesMié', '07:00-19:00', 'JuevesJue', '07:00-19:00', 'ViernesVie', '07:00-19:00', 'SábadoSáb', 'Cerrado', 'DomingoDom', '10:00-19:00']","['Española', 'Pescado y marisco', 'Grill']",80,1081,"['Para llevar', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Reserva', 'Accesible para sillas de ruedas', 'TV']","La cocina española es lo que a sus comensales más les atrae en este bar. Puedes compartir unos singulares calamares, una tierna sopa y un bien trabajado bacalao con tus amistades y pasar un rato agradable aquí. Su delicado pastel de frutas es su plato más sabroso. No dejes pasar la oportunidad de tomar un extraordinario vino o una sorprendente cerveza. Aquí puedes pedir un recomendable café. Su genial personal refleja el estilo y el carácter de Casa del Mar Bar Restaurante. Su servicio siempre es estupendo, no lo olvides. Se dice que aquí los precios son bajos. Deberías fijarte en su acogedora atmósfera. Los usuarios de Google han premiado a este lugar con un 4,2.",https://es.restaurantguru.com/La-Casa-del-Mar-Castro-Urdiales-2,es-es.facebook.com,Desconocido
Llagar El Trole, Principado de Asturias,43.51624100,-5.60683900,"Camino del Trole, 80, Gijón. Asturias, Gijón, Principado de Asturias, España, 33394",+34985361950, €27 - €120,Desconocido,"['Española', 'Grill', 'Pescado y marisco']",80,154,"['Asientos al aire libre', 'Estacionamiento', 'Reserva', 'Accesible para sillas de ruedas', 'Tarjetas de crédito aceptadas']","La carta de este restaurante incluye platos de la cocina española. Si todavía no has degustado el tierno laing, el generoso arroz con leche o las caseras tortitas de pan de Llagar El Trole, entonces no has disfrutado aún de la vida. Te ofrecerán una sidra deliciosa. Se comenta que aquí los camareros y camareras son eficientes. Este lugar brinda un agradable servicio a sus comensales. No hay duda de que vas a disfrutar de su singular ambiente y su estupenda decoración. Un buen número de usuarios que han venido a este lugar lo han calificado con un 4,5 en Facebook.",https://es.restaurantguru.com/Llagar-El-Trole-Gijon,lagareltrole.com,@llagareltrole
Restaurante Pizzeria Picasso, Principado de Asturias,43.53390000,-5.63440000,"Paseo Doctor Fleming, 1193, Gijón, Principado de Asturias, España, 33203",+34984393689,hasta €10,"['LunesLun', '08:00-00:00', 'MartesMar', '08:00-00:00', 'MiércolesMié', '08:00-00:00', 'JuevesJue', '08:00-00:00', 'ViernesVie', '08:00-01:00', 'SábadoSáb', '08:00-01:00', 'DomingoDom', '08:00-00:00']",['Pizza'],62,121,['Asientos al aire libre'],"Visitar Museu del Pueblu d'Asturies lleva tiempo y esfuerzo, así que, si luego tienes hambre, ven a esta pizzería y disfruta de una sabrosa comida. En la escala de valoración de Facebook, Restaurante Pizzeria Picasso ha llegado a una calificación de 4,1 estrellas.",https://es.restaurantguru.com/Restaurante-Pizzeria-Picasso-Gijon,Desconocido,Desconocido
McDonald's, Gijón,43.52721970,-5.67651950,"EE.SS. Cepsa, Avda. Constitución, 105, C. Severo Ochoa, 36, esq junto, Gijón, Principado de Asturias, España",+34985146741,hasta €10,"['LunesLun', '12:00-00:00', 'MartesMar', '12:00-00:00', 'MiércolesMié', '12:00-00:00', 'JuevesJue', '12:00-00:00', 'ViernesVie', '12:00-00:00', 'SábadoSáb', '12:00-00:00', 'DomingoDom', '12:00-00:00']","['Comida Rápida', 'Americana', 'Opciones vegetarianas']",70,3543,"['Tarjetas de crédito aceptadas', 'Asientos al aire libre', 'Reserva', 'Entrega', 'Para llevar', 'Accesible para sillas de ruedas']","Degustar su bien trabajado rape, su tierno pollo y sus caseros patatas son aquí una experiencia única. Sus invitados pueden pedir unos recomendables helados en este restaurante. De acuerdo con las opiniones de los clientes, aquí los camareros ofrecen un buen café. Es fácil encontrar McDonald's gracias a su gran ubicación. Sus estupendos empleados muestran un alto nivel de calidad en este lugar. Cada vez que vengas, notarás su rápido servicio. Unos precios tan satisfactorios no pueden nunca ser del agrado de ninguno de sus comensales de este lugar. La mayoría de usuarios consideran que la atmósfera es moderna aquí. Pero los visitantes valoran este restaurante por debajo de la media en Google.",https://es.restaurantguru.com/McDonalds-Spain-58,mcdonalds.es,Desconocido
Sidrería La Pipa, Gijón,43.53969750,-5.69184770,"Av de Galicia, 97, Bajo, Gijón, Principado de Asturias, España",+34985316073, €10 - €24,"['LunesLun', 'Cerrado', 'MartesMar', '11:00-01:00', 'MiércolesMié', '11:00-01:00', 'JuevesJue', '11:00-01:00', 'ViernesVie', '11:00-01:00', 'SábadoSáb', '11:00-01:00', 'DomingoDom', '11:00-01:00']","['Española', 'Pescado y marisco']",80,1073,"['Para llevar', 'No hay entrega', 'Reserva', 'No accesible para sillas de ruedas', 'TV']","No retrases más tu visita: en serio, su cocina española te está esperando. Saborea sus perfectamente elaborados callos, sus tiernos mejillones y sus sorprendentes calamares. Un gran número de críticos apuntan que aquí puedes probar con confianza un delicado pastel de frutas y una bien preparada tarta de queso. Este lugar es conocido por su espectacular sidra. Algunos de sus visitantes aconsejan probar el excelente café de este bar. Comprueba por ti mismo lo acogedor que es su personal. Un rápido servicio es otro punto importante. Los precios son bajos para la calidad que recibes. Su moderna atmósfera ha sido muy comentada por sus invitados. Sidrería La Pipa ha recibido en Google un 4,2 de acuerdo con las opiniones de sus usuarios.",https://es.restaurantguru.com/Sidreria-La-Pipa-Gijon-3,gmaps.top,Desconocido
Bodega Alvarín, Gijón,43.52689350,-5.66901010,"C. Roncal, Gijón, Principado de Asturias, España",+34655339504,hasta €10,"['LunesLun', '09:00-02:00', 'MartesMar', '09:00-02:00', 'MiércolesMié', '09:00-02:00', 'JuevesJue', '09:00-02:00', 'ViernesVie', '09:00-02:00', 'SábadoSáb', '09:00-02:00', 'DomingoDom', '09:00-02:00']",['Española'],78,372,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Reserva', 'No accesible para sillas de ruedas']","En este restaurante van a ofrecerte una carta variada basada en la cocina española. Disfruta de uno de los mejores placeres de esta vida: un generoso laing, unas sabrosas croquetas de jamón y unos bien trabajados mejillones en agradable compañía. Bodega Alvarín ofrece entre sus bebidas una bien valorada sidra. Muchos críticos suponen que en este establecimiento el personal es muy activo. Tenemos que destacar que su servicio se considera espectacular. Algunos clientes confiesan haber visto unos precios cuestionables en este lugar. No te pierdas su distendido ambiente. De acuerdo con los comentarios de los visitantes en Google, este lugar merece un 4.",https://es.restaurantguru.com/La-Bodega-De-Alvarin-Gijon,Desconocido,Desconocido
Cerveceria Vinateria Arde Lucus, Principado de Asturias,43.54004574,-5.65621732,"C. Marqués de Casa Valdés, 37, Gijón, Principado de Asturias, España, 33202",+34689521928, €24 - €48,Desconocido,['Española'],65,17,"['Tarjetas de crédito aceptadas', 'Sin asientos al aire libre', 'Wifi', 'Reserva']","Si quieres tener un buen recuerdo de Ciudadela de Celestino Solar, ven primero a este restaurante. Saborea la cocina española, que combina muchos elementos de varias tradiciones culinarias.",https://es.restaurantguru.com/Cerveceria-Vinateria-Arde-Lucus-Gijon-3,Desconocido,Desconocido
Bar El Hórreo, Gijón,43.55049340,-5.61448160,"Camino Serín, 181, Bajo, Gijón, Principado de Asturias, España",+34985331325, €10 - €24,"['LunesLun', 'Cerrado', 'MartesMar', '12:00-17:00', 'MiércolesMié', '12:00-17:00', 'JuevesJue', '12:00-17:00', 'ViernesVie', '12:00-23:00', 'SábadoSáb', '12:00-23:00', 'DomingoDom', '12:00-17:00']",['Española'],80,1131,"['Asientos al aire libre', 'Solamente efectivo', 'No hay entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Si nunca has intentado probar la cocina española, inténtalo en este bar. Su singular laing, sorprendente rape y caseros patatas te van a saber estupendamente. Ahora relájate y pídete un generoso pastel de frutas. Su sensacional sidra y su excelente cerveza son el rasgo distintivo de Bar El Hórreo. Visita este establecimiento y prueba un magnífico café. Muchos comensales afirman que el personal es genial. Su admirable servicio es un gran plus para este lugar. Podemos recomendar este establecimiento por sus precios interesantes. Es un agradable lugar con una atrayente atmósfera. Este lugar ha sido galardonado con un 4,1 de acuerdo con el baremo de valoraciones de Google.",https://es.restaurantguru.com/Merendero-El-Horreo-Gijon,barelhorreo.es,Desconocido
Doner Kebab, Gijón,43.54090000,-5.65860000,"C. Magnus Blikstad, 12, Gijón, Principado de Asturias, España",+34670445966,hasta €10,"['LunesLun', '10:00-11:00', 'MartesMar', '10:00-11:00', 'MiércolesMié', '10:00-11:00', 'JuevesJue', '10:00-11:00', 'ViernesVie', '10:00-11:00', 'SábadoSáb', '10:00-11:00', 'DomingoDom', '10:00-11:00']",['Turca'],70,52,"['Tarjetas de crédito aceptadas', 'Entrega', 'Para llevar', 'Reserva', 'No accesible para sillas de ruedas']","Imagínate que por fin has llegado a Doner Kebab tras visitar Museo Nicanor Pinole. Este restaurante sirve cocina turca. Servir unos perfectamente elaborados kebabs es la marca de Doner Kebab. Por si todo esto fuera poco, su personal es muy activo. Basándonos en las opiniones de los clientes, el servicio es profesional. Según el punto de vista de los usuarios, sus precios son interesantes. Con toda seguridad disfrutarás de su festiva atmósfera. Google le ha dado un 4,2, lo que indica que puedes elegir este lugar para pasar un rato agradable.",https://es.restaurantguru.com/Doner-Kebab-Gijon-4,Desconocido,Desconocido
Sidrería El Cuetu, Gijón,43.52562500,-5.66358700,"Av. de Gaspar García Laviana, 81, Gijón, Principado de Asturias, España",+34984298742, €24 - €49,"['LunesLun', 'Cerrado', 'MartesMar', '12:00-00:00', 'MiércolesMié', '12:00-00:00', 'JuevesJue', '12:00-00:00', 'ViernesVie', '12:00-00:00', 'SábadoSáb', '12:00-00:00', 'DomingoDom', '12:00-18:00']",['Española'],84,945,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Olvídate del resto, descubre en este bar su carta española. No hay nada mejor que tomar un perfectamente elaborado pulpo, un sorprendente cerdo o unos singulares pasteles dominicanos. Te va a gustar su comida, en particular su atrayente pastel de frutas. No dejes pasar la oportunidad de pedir una deliciosa sidra o una extraordinaria cerveza. Por si todo esto fuera poco, su personal es servicial. El servicio en Sidrería El Cuetu se podría catalogar de admirable. Pagarás unos precios bajos por la comida. Su tranquilo ambiente añade a la estancia de los clientes de este lugar una sensación de relax. Este lugar ha recibido en Google un 4,2 de acuerdo con las opiniones de sus usuarios.",https://es.restaurantguru.com/Sidreria-El-Pilu-Gijon,sidreriaelcuetu.es,@sidreriaelcuetu
Los Restaurantes del chef suerte, Principado de Asturias,43.54580000,-5.70050000,"vicente fernandez 5 Xove ), Gijón, Principado de Asturias, España, 33212",+34639000602,Desconocido,"['LunesLun', 'Cerrado', 'MartesMar', '11:00-16:3020:00-00:00', 'MiércolesMié', '11:00-16:3020:00-00:00', 'JuevesJue', '11:00-16:3020:00-00:00', 'ViernesVie', '11:00-16:3020:00-01:00', 'SábadoSáb', '11:00-16:3020:00-01:00', 'DomingoDom', '11:00-16:3020:00-00:00']",Desconocido,64,11,Desconocido,"En la escala de valoración de Facebook, este restaurante ha logrado una nota de 4,4 estrellas.",https://es.restaurantguru.com/Los-Restaurantes-del-chef-suerte-Gijon,Desconocido,Desconocido
A Catar, Principado de Asturias,43.54450000,-5.66370000,"6 Calle Trinidad, Gijón, Principado de Asturias, España, 33201",+34985437707, €10 - €24,"['LunesLun', '12:30-16:00', 'MartesMar', 'Cerrado', 'MiércolesMié', 'Cerrado', 'JuevesJue', '20:00-00:00', 'ViernesVie', '20:00-00:00', 'SábadoSáb', '12:30-16:0020:00-00:00', 'DomingoDom', '12:30-16:0020:00-00:00']",Desconocido,64,77,['Asientos al aire libre'],"Primero, disfruta de Museo Barjola y, después, come algo en A Catar. La mayoría de los comensales de este restaurante afirma que aquí sirven un casero laing. Por si todo esto fuera poco, su personal es cortés. La satisfacción del cliente es uno de los mayores objetivos de A Catar, y su agradable servicio simplifica mucho esta tarea. Según las opiniones de los clientes, los precios son bajos. La valoración de Facebook nos dice que este lugar ha logrado 4,2 estrellas.",https://es.restaurantguru.com/A-Catar-Gijon-2,Desconocido,Desconocido
Pasiones Bar, Gijón,43.54000230,-5.65235020,"C. Premio Real, 18, Gijón, Principado de Asturias, España",+34984191868,hasta €10,"['LunesLun', 'Cerrado', 'MartesMar', 'Cerrado', 'MiércolesMié', 'Cerrado', 'JuevesJue', '10:00-16:00', 'ViernesVie', '10:00-16:0019:00-22:00', 'SábadoSáb', '10:00-16:0019:00-22:00', 'DomingoDom', '10:00-16:00']","['Española', 'Vegetariana']",78,335,"['Tarjetas de crédito aceptadas', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Imagínate que por fin has llegado a Pasiones tras visitar Ciudadela de Celestino Solar. Los platos de sus cocinas española y vegetariana están muy bien elaborados en este restaurante. Un gran número de críticos remarcan que puedes probar aquí con confianza unos caseros patatas, unas generosas tapas y una bien trabajada tortilla de patata. No hay duda de que te van a encantar sus singulares brownies. En Pasiones, sus clientes pueden pedir un magnífico café. Muchos visitantes afirman que el personal es afable. Su cuidado servicio te hará sentirte especial. Es de esperar que los precios en este lugar sigan siendo interesantes. Una vez dentro, su atmósfera es agradable. Este lugar ha sido galardonado con un 4,9 de acuerdo con el baremo de valoraciones de Google.",https://es.restaurantguru.com/Pasiones-Gijon,pasionesbar.com,@pasionesbar.gijon
Tomate Bistró, Gijón,43.53826340,-5.66129050,"Paseo De Begoña, 22, Gijón, Principado de Asturias, España",+34984297182, €10 - €24,"['LunesLun', 'Cerrado', 'MartesMar', '13:30-16:30', 'MiércolesMié', '13:30-16:30', 'JuevesJue', '13:30-16:3019:30-23:30', 'ViernesVie', '13:30-16:3019:30-23:30', 'SábadoSáb', '13:30-16:3019:30-23:30', 'DomingoDom', '13:30-16:3019:30-23:30']","['Española', 'Opciones vegetarianas']",76,598,"['Para llevar', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Reserva', 'Accesible para sillas de ruedas']","Desde el ventanal de este restaurante, la vista de Museo Barjola es estupenda. Este es el sitio para probar recetas de las cocinas mediterránea y española. Un gran número de los comensales de El Tomate Bistró afirma que aquí sirven un casero pato pekín, unas sorprendentes croquetas de jamón y un tierno rape. Pide sus sabrosos buñuelos, su bien preparada tarta de queso y su atrayente pastel de frutas. Este lugar tiene entre sus bebidas un delicioso vino, una extraordinaria cerveza y un estupendo vino blanco. Saborea despacio el insuperable café cortado que aquí sirven pensando solo en tu disfrute. El ambiente acogedor de este lugar permite a sus visitantes relajarse tras un duro día de trabajo. El éxito de este restaurante sería imposible sin unos alegres camareros y camareras. Su admirable servicio es algo que sus clientes destacan en sus opiniones. El Tomate Bistró te permite elegir entre una gran variedad de platos a unos precios interesantes. Tal y como muchos críticos afirman, los decoración es bonita. Este lugar ha logrado en Google un 4,4 de acuerdo con las opiniones de sus usuarios.",https://es.restaurantguru.com/El-Tomate-Bistro-Gijon,tomatebistro.es,@tomatebistro
Café Jomay, Gijón,43.54133500,-5.69990370,"Calle Miguel Servet, 12, Gijón, Principado de Asturias, España",+34684612356,hasta €10,"['LunesLun', '11:00-00:00', 'MartesMar', '11:00-00:00', 'MiércolesMié', '11:00-00:00', 'JuevesJue', '11:00-00:00', 'ViernesVie', '11:00-00:00', 'SábadoSáb', '11:00-00:00', 'DomingoDom', '11:00-00:00']",Desconocido,74,123,"['Asientos al aire libre', 'Para llevar', 'Tarjetas de crédito aceptadas', 'Entrega', 'Reserva', 'Accesible para sillas de ruedas']","El café de este restaurante no es muy del agrado de sus visitantes. Café Jomay es muy recomendable por su competente personal. Cada vez que vengas, comprobarás su estupendo servicio. El lema de este lugar es ""precios razonables por comidas maravillosas"". Aquí encontrarás una espectacular atmósfera. La nota media de este lugar en Google es de 4,5.",https://es.restaurantguru.com/Cafe-Jomay-calle-Miguel-Servet-numero-12-Gijon,web.facebook.com,Desconocido
El Gallineru Leni, Principado de Asturias,43.53979674,-5.65340207,"Calle Ezcurdia 68, Gijón, Principado de Asturias, España, 33202",+34984198457,hasta €10,Desconocido,['Española'],68,15,"['Sin asientos al aire libre', 'Reserva']",Visita El Gallineru Leni y come algo si tienes hambre tras disfrutar de Ciudadela de Celestino Solar. En este lugar te van a servir cocina española.,https://es.restaurantguru.com/El-Gallineru-Leni-Gijon,Desconocido,Desconocido
Cafetería Agora, Gijón,43.53734570,-5.66232000,"Plaza De Europa, 16, Gijón, Principado de Asturias, España",+34985081951, €10 - €52,"['LunesLun', '07:00-00:00', 'MartesMar', '07:00-00:00', 'MiércolesMié', '07:00-00:00', 'JuevesJue', '07:00-00:00', 'ViernesVie', '07:00-00:00', 'SábadoSáb', '08:00-01:00', 'DomingoDom', '08:00-00:00']","['Española', 'Comida Rápida']",74,683,"['Asientos al aire libre', 'Wifi', 'Reserva', 'No hay entrega', 'Para llevar', 'Accesible para sillas de ruedas']","Las mejores vistas de Museo Nicanor Pinole las tienes precisamente desde este establecimiento. Si nunca has probado la cocina española, deberías hacer una reserva en esta cafetería. Es una estupenda idea pedir un generoso laing, unas singulares tapas y unos bien trabajados patatas. Degusta su delicioso café. Muchos comensales dicen que los camareros y camareras son alegres. Según las opiniones de los clientes, Cafetería Agora es famoso por su poco profesional servicio. La mayoría de críticos destacan que los precios son sorprendentes para lo que recibes. Hay un cuidado ambiente en este lugar. Este lugar ha logrado un 4,2 según el baremo de valoraciones de Google.",https://es.restaurantguru.com/Cafeteria-Agora-Gijon,facebook.com,@cafeteriagora
Sidrería Coto Cristina, Principado de Asturias,43.53050000,-5.64960000,"MANUEL JUNQUERA 31, Gijón, Principado de Asturias, España, 33204",+34985333081, €10 - €24,Desconocido,['Española'],65,12,['Tarjetas de crédito aceptadas'],"De lo que este restaurante se enorgullece es de su cocina española. La valoración de Facebook muestra que Sidrería Coto Cristina ha conseguido 4,5 estrellas.",https://es.restaurantguru.com/Sidreria-COTO-Cristina-Gijon-2,columbusparkramenshop.com,Desconocido
Burguer Pin, Gijón,43.54413130,-5.69456040,"Av. de Eduardo Castro, 24A, Gijón, Principado de Asturias, España",Desconocido,Desconocido,Desconocido,['Comida Rápida'],62,28,"['Para llevar', 'Accesible para sillas de ruedas']","Es estupendo poder tomar una irresistible cerveza. Cuando visites este restaurante, tienes que probar su insuperable café. La mayoría de clientes se han dado cuenta de que en este establecimiento el personal es recomendable. Un gran número de usuarios consideran que el servicio es apropiado. Tan pronto como entras en este establecimiento, sientes su inusual atmósfera. La mayoría de los visitantes que usan Google no le otorgaron a Burguer Pin una nota muy alta.",https://es.restaurantguru.com/Burguer-Pin-Gijon,Desconocido,Desconocido
Cafetería Don Pelayo, Gijón,43.54002460,-5.64727200,"Avenida Rufo G. Rendueles 18, Gijón, Principado de Asturias, España",+34985370091, €2 - €30,"['LunesLun', '07:00-01:00', 'MartesMar', '07:00-01:00', 'MiércolesMié', '07:00-01:00', 'JuevesJue', '07:00-01:00', 'ViernesVie', '07:00-01:00', 'SábadoSáb', '07:00-01:00', 'DomingoDom', '07:00-01:00']","['Española', 'Bocadillos']",76,1114,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Accesible para sillas de ruedas', 'Reserva', 'TV']","Prueba platos de la cocina española en este bar. Puedes compartir un generoso rape, un sorprendente pollo y unos sabrosos sándwiches con tus amistades y pasar un rato estupendo aquí. Si vas a Cafetería Don Pelayo, degusta sus atrayentes cruasáns o sus perfectamente elaborados churros. La buenísima ubicación de este lugar hace que llegar a él por cualquier medio sea muy sencillo. Aquí puedes beber una excelente cerveza. Basándonos en las opiniones de los usuarios, el café es recomendable en este lugar. Este bar es muy recomendable por su cortés personal. Su abnegado servicio te hará sentirte especial. Un gran número de clientes suponen que los precios son interesantes para lo que recibes. Su singular ambiente deja una impresión positiva en sus invitados. Pero los usuarios de Google han valorado Cafetería Don Pelayo y no ha logrado una puntuación muy alta.",https://es.restaurantguru.com/Cafeteria-Don-Pelayo-Gijon,facebook.com,Desconocido
Burguer Chopper, Gijón,43.54438130,-5.66396170,"C. Mlle. de Ote., 4, Gijón, Principado de Asturias, España",+34689721356,hasta €10,"['LunesLun', '19:00-00:00', 'MartesMar', 'Cerrado', 'MiércolesMié', '19:00-00:00', 'JuevesJue', '19:00-00:00', 'ViernesVie', '19:00-01:00', 'SábadoSáb', '19:00-01:00', 'DomingoDom', '19:00-00:00']","['Comida Rápida', 'Americana']",72,306,"['Sin asientos al aire libre', 'Entrega', 'Para llevar', 'No accesible para sillas de ruedas']","Seguro que Museo Barjola va a formar parte de tu ruta turística y, en ese caso, la recomendación de los habituales es que vengas a este restaurante. Sus atrayentes hamburguesas americanas, su generoso laing y su sorprendente rape están entre esos platos que no hay que dejar de pedir en Burguer Chopper. Una serie de visitantes mencionan que aquí el personal es paciente. Su eficiente servicio es algo que estos restauradores saben cuidar. Por la comida te van a cobrar unos precios justos. Su atmósfera es genial, y un gran número de clientes reconocen el concepto de este lugar. Los usuarios de Google han premiado a este lugar con un 4,7.",https://es.restaurantguru.com/Chopper-Burguer-Gijon,Desconocido,Desconocido
Sidrería Acueducto, Gijón,43.53423580,-5.66937410,"C. Llaranes, 10, Gijón, Principado de Asturias, España",+34985252687,Desconocido,Desconocido,['Española'],76,364,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Reserva', 'No accesible para sillas de ruedas']","Ven a este establecimiento y prueba su cocina española. Según la valoración de Google, este bar ha llegado a un 4,8.",https://es.restaurantguru.com/El-Acueducto-Gijon,sidreriaacueducto.com,@sidreriaacueducto
Gyros, Gijón,43.52376160,-5.67410140,"C. del Río Eo, 42, Gijón, Principado de Asturias, España",+34984190812,hasta €10,"['LunesLun', '13:00-16:0020:00-00:00', 'MartesMar', '13:00-16:0020:00-00:00', 'MiércolesMié', '13:00-16:0020:00-00:00', 'JuevesJue', '13:00-16:0020:00-00:00', 'ViernesVie', '13:00-16:0020:00-01:00', 'SábadoSáb', '13:00-16:0020:00-01:00', 'DomingoDom', '13:00-16:0020:00-00:00']",['Griega'],70,117,"['Sin asientos al aire libre', 'Entrega', 'Para llevar', 'No accesible para sillas de ruedas']","Este es el sitio para probar recetas de la cocina griega. La receta del éxito de este restaurante está en sus sorprendentes gyros, sus generosos sándwiches y su tierno pollo. El servicio de entrega a domicilio es una de las grandes ventajas de Gyros. Muchos comensales afirman que el personal es admirable. Su agradable servicio te hará sentirte especial. Su genial atmósfera es precisamente lo que necesitas tras una larga jornada de trabajo. Este lugar ha logrado un 4 según el baremo de valoraciones de Google.",https://es.restaurantguru.com/Gyros-Gijon-3,Desconocido,Desconocido
Vinatería CanAá, Gijón,43.54277660,-5.66476990,"C. Salustio Regueral, 5, Gijón, Principado de Asturias, España",+34984709445, €10 - €24,"['LunesLun', 'Cerrado', 'MartesMar', '12:30-00:30', 'MiércolesMié', '12:30-00:30', 'JuevesJue', '12:30-00:30', 'ViernesVie', '12:30-01:00', 'SábadoSáb', '12:30-01:30', 'DomingoDom', '12:30-17:00']",['Bar de Vinos'],76,184,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Reserva', 'No accesible para sillas de ruedas']","Imagínate que por fin has llegado a Vinatería CanAá tras visitar Museo Barjola. No hay duda de que te van a gustar sus singulares tapas. Este restaurante ofrece un espectacular vino con distintas opciones. Por si todo esto fuera poco, su personal es profesional. Cada vez que vengas, notarás su sorprendente servicio. Aquí vas a pagar unos precios razonables. Su delicada atmósfera deja una impresión positiva en sus invitados. Vinatería CanAá ha logrado en Google un 4,5 de acuerdo con las opiniones de sus clientes.",https://es.restaurantguru.com/Vinateria-Canaa-Gijon-2,Desconocido,Desconocido
